,체력,공격,방어,스피드,특수공격,특수방어,점수,승률,포켓몬_번호,사용한_기술의_위력,결과
13744,43,47,10,18,37,23,1.0,42.0,935,48,0
13745,94,33,19,13,31,16,2.0,73.0,462,94,1
13746,37,24,36,21,30,14,99.0,7.0,178,0,0
13747,42,39,37,31,26,31,55.0,83.0,658,87,1
13748,53,27,23,28,16,38,62.0,33.0,737,43,0
13749,64,38,33,20,24,12,82.0,34.0,832,36,0
13750,68,44,14,28,14,34,14.0,62.0,328,94,1
13751,72,20,39,23,34,11,11.0,81.0,71,94,1
13752,69,43,18,27,26,24,70.0,20.0,601,37,0
13753,41,31,30,16,36,36,13.0,76.0,434,55,1
13754,21,36,32,33,35,32,75.0,17.0,29,0,0
13755,72,36,21,15,16,37,71.0,60.0,256,66,1
13756,62,23,38,20,28,15,28.0,88.0,143,73,1
13757,68,41,38,10,18,17,17.0,53.0,903,65,1
13758,92,23,12,16,20,10,46.0,91.0,110,90,1
13759,39,25,24,16,18,17,56.0,7.0,713,20,0
13760,61,32,18,24,15,33,10.0,73.0,561,57,1
13761,88,26,19,33,26,35,50.0,36.0,760,6,0
13762,83,26,38,26,38,22,73.0,99.0,609,71,1
13763,94,33,36,20,16,34,60.0,35.0,244,32,0
13764,92,21,25,19,27,36,34.0,96.0,692,54,1
13765,28,49,20,40,20,21,98.0,90.0,15,61,1
13766,75,34,34,20,14,28,47.0,39.0,712,38,0
13767,84,47,38,13,19,13,7.0,3.0,1012,45,0
13768,68,36,20,33,23,37,89.0,51.0,314,99,1
13769,74,37,15,30,36,35,73.0,28.0,585,43,0
13770,63,46,19,20,29,28,21.0,67.0,429,79,1
13771,25,44,35,39,35,26,65.0,44.0,109,16,0
13772,35,26,40,35,19,19,63.0,88.0,30,89,1
13773,76,40,40,33,16,38,41.0,58.0,819,50,1
13774,75,40,25,31,23,12,82.0,41.0,640,25,0
13775,67,21,32,17,13,15,66.0,93.0,220,93,1
13776,53,35,23,33,36,37,34.0,13.0,304,15,0
13777,59,38,14,39,28,28,5.0,90.0,341,84,1
13778,83,28,37,15,14,25,82.0,10.0,592,13,0
13779,66,23,16,33,17,35,31.0,37.0,57,0,0
13780,41,37,38,36,33,15,99.0,30.0,694,34,0
13781,23,41,10,29,28,26,79.0,71.0,185,80,1
13782,34,48,19,22,39,37,75.0,13.0,95,19,0
13783,97,31,37,39,26,40,30.0,26.0,203,3,0
13784,48,42,37,38,12,33,78.0,0.0,777,26,0
13785,57,39,20,22,34,35,16.0,5.0,30,35,0
13786,38,44,39,22,28,35,15.0,57.0,835,87,1
13787,87,36,21,16,29,30,100.0,90.0,214,95,1
13788,79,30,35,37,15,19,62.0,1.0,345,24,0
13789,61,21,16,22,11,36,14.0,36.0,841,39,0
13790,24,30,25,18,19,37,41.0,90.0,585,95,1
13791,58,39,36,30,17,28,37.0,52.0,176,80,1
13792,67,38,33,11,22,20,71.0,90.0,383,85,1
13793,42,24,11,19,28,13,29.0,3.0,817,48,0
13794,63,30,24,28,14,14,55.0,52.0,625,90,1
13795,64,47,18,11,13,10,86.0,64.0,413,87,1
13796,70,34,25,28,32,20,52.0,9.0,514,30,0
13797,73,32,17,19,33,23,75.0,100.0,133,91,1
13798,49,40,13,33,14,35,75.0,25.0,30,48,0
13799,94,31,11,27,14,19,81.0,8.0,111,47,0
13800,20,33,28,15,35,21,82.0,56.0,915,98,1
13801,29,31,25,30,23,35,18.0,98.0,2,57,1
13802,74,43,19,11,26,33,61.0,12.0,436,8,0
13803,46,34,24,40,15,10,77.0,44.0,892,17,0
13804,29,46,38,39,36,11,17.0,86.0,294,79,1
13805,46,35,23,17,16,17,73.0,89.0,928,85,1
13806,86,31,35,19,33,26,40.0,29.0,28,31,0
13807,22,32,11,31,13,28,82.0,66.0,86,57,1
13808,37,45,19,22,24,25,9.0,57.0,291,97,1
13809,25,22,11,33,19,18,62.0,100.0,378,69,1
13810,80,47,19,17,15,15,73.0,23.0,84,0,0
13811,56,37,38,40,12,22,56.0,20.0,313,15,0
13812,48,39,22,28,35,30,43.0,53.0,712,99,1
13813,62,47,33,37,40,40,86.0,91.0,572,68,1
13814,22,31,27,34,32,11,11.0,75.0,419,63,1
13815,56,50,19,16,23,32,92.0,59.0,652,67,1
13816,97,33,38,22,34,14,84.0,44.0,64,9,0
13817,55,35,20,22,27,12,45.0,97.0,141,99,1
13818,32,32,27,16,10,20,48.0,74.0,51,84,1
13819,91,37,18,30,37,36,55.0,58.0,514,70,1
13820,29,23,14,19,32,14,5.0,5.0,442,9,0
13821,82,45,15,21,39,17,8.0,47.0,143,31,0
13822,90,22,31,32,28,26,16.0,97.0,417,71,1
13823,52,27,26,26,32,20,22.0,15.0,122,45,0
13824,66,29,32,34,28,22,36.0,50.0,462,78,1
13825,63,44,25,34,22,10,84.0,6.0,811,22,0
13826,59,30,32,38,29,31,31.0,21.0,305,20,0
13827,48,44,17,12,10,40,65.0,93.0,537,60,1
13828,35,37,20,28,13,27,34.0,25.0,533,38,0
13829,20,40,27,34,13,27,71.0,61.0,606,89,1
13830,30,42,11,30,26,24,28.0,9.0,414,10,0
13831,71,32,15,21,26,31,77.0,24.0,718,15,0
13832,21,25,23,28,28,33,53.0,15.0,19,27,0
13833,68,20,18,12,38,40,76.0,40.0,878,38,0
13834,35,50,20,20,19,37,87.0,36.0,586,30,0
13835,30,31,23,35,19,39,3.0,24.0,704,27,0
13836,75,50,25,14,33,13,93.0,1.0,501,30,0
13837,81,23,21,35,20,17,0.0,27.0,475,26,0
13838,84,35,26,18,38,11,88.0,12.0,363,30,0
13839,95,27,12,16,38,11,25.0,84.0,771,74,1
13840,93,38,21,36,27,13,30.0,99.0,281,63,1
13841,70,42,13,31,18,15,40.0,28.0,512,22,0
13842,67,48,23,29,27,33,92.0,68.0,348,65,1
13843,43,33,37,20,32,10,79.0,16.0,94,44,0
13844,82,34,26,18,35,28,39.0,39.0,880,15,0
13845,54,20,22,25,39,36,18.0,42.0,164,34,0
13846,67,33,29,26,24,28,99.0,48.0,978,32,0
13847,55,38,16,38,19,11,39.0,3.0,30,18,0
13848,54,43,28,40,15,19,52.0,42.0,551,43,0
13849,24,25,17,15,18,20,69.0,88.0,968,93,1
13850,87,42,17,37,29,12,6.0,58.0,212,99,1
13851,76,47,31,10,30,36,96.0,32.0,681,46,0
13852,79,35,19,37,37,19,59.0,82.0,877,70,1
13853,54,26,34,29,19,22,100.0,91.0,584,51,1
13854,45,21,12,19,32,17,25.0,22.0,1010,22,0
13855,35,43,32,10,22,26,35.0,33.0,354,37,0
13856,82,33,11,40,38,23,71.0,60.0,343,79,1
13857,82,28,12,26,40,35,22.0,70.0,168,81,1
13858,57,39,19,38,14,13,13.0,17.0,190,2,0
13859,53,39,22,36,23,15,60.0,72.0,618,51,1
13860,62,37,17,11,31,16,2.0,78.0,910,77,1
13861,75,41,22,29,19,17,74.0,41.0,787,37,0
13862,82,23,11,36,11,10,78.0,61.0,214,88,1
13863,24,36,30,30,19,38,80.0,31.0,657,27,0
13864,44,47,23,37,19,25,33.0,46.0,947,44,0
13865,53,41,35,40,10,26,37.0,16.0,999,43,0
13866,43,50,40,13,27,19,67.0,2.0,911,26,0
13867,87,49,23,38,20,29,59.0,78.0,530,59,1
13868,93,49,16,33,11,37,91.0,55.0,359,99,1
13869,68,35,29,39,10,14,41.0,14.0,466,3,0
13870,53,38,36,25,14,27,73.0,61.0,636,73,1
13871,62,44,23,33,11,32,61.0,9.0,617,34,0
13872,62,46,23,13,39,21,71.0,91.0,342,63,1
13873,42,25,24,37,13,11,68.0,34.0,835,44,0
13874,76,43,15,23,17,23,51.0,34.0,358,41,0
13875,63,34,34,26,16,40,67.0,82.0,126,92,1
13876,80,48,21,13,31,21,29.0,2.0,565,15,0
13877,65,42,10,12,25,24,78.0,27.0,551,10,0
13878,91,24,29,10,25,30,74.0,78.0,1015,84,1
13879,77,33,26,30,13,24,54.0,84.0,98,79,1
13880,81,25,18,35,33,20,81.0,12.0,550,35,0
13881,67,31,17,17,25,23,41.0,25.0,991,10,0
13882,88,35,29,30,35,33,76.0,3.0,59,14,0
13883,81,36,14,31,13,23,70.0,98.0,605,69,1
13884,72,32,13,37,23,29,49.0,6.0,633,38,0
13885,93,25,27,17,22,25,6.0,7.0,633,11,0
13886,81,45,24,28,23,18,66.0,80.0,919,56,1
13887,44,24,21,22,33,37,27.0,32.0,260,12,0
13888,75,24,13,14,21,33,88.0,93.0,436,71,1
13889,28,50,30,36,40,36,75.0,93.0,673,53,1
13890,50,50,37,29,36,11,85.0,83.0,841,96,1
13891,65,27,36,39,31,36,89.0,70.0,215,58,1
13892,68,20,16,39,10,31,43.0,1.0,704,28,0
13893,50,39,34,10,25,13,44.0,46.0,603,1,0
13894,72,43,27,34,38,36,75.0,4.0,250,35,0
13895,94,35,32,35,14,32,55.0,31.0,56,29,0
13896,98,41,21,25,18,11,80.0,87.0,82,58,1
13897,40,39,28,30,27,40,51.0,34.0,35,18,0
13898,39,32,36,20,20,25,88.0,74.0,620,68,1
13899,33,33,33,24,33,33,0.0,70.0,622,55,1
13900,49,36,15,25,16,39,12.0,30.0,682,18,0
13901,40,33,26,34,36,22,65.0,33.0,404,1,0
13902,38,44,10,33,34,35,47.0,47.0,203,28,0
13903,84,33,22,40,36,17,33.0,72.0,925,80,1
13904,53,41,33,12,30,24,19.0,20.0,3,10,0
13905,37,44,32,31,40,40,99.0,61.0,317,80,1
13906,52,28,36,28,19,19,38.0,60.0,926,95,1
13907,88,44,11,21,27,30,77.0,22.0,240,17,0
13908,48,30,21,33,10,18,90.0,23.0,667,7,0
13909,68,41,20,12,25,29,21.0,63.0,1009,58,1
13910,47,40,25,33,22,10,65.0,69.0,733,72,1
13911,40,31,28,21,35,39,18.0,13.0,689,6,0
13912,46,40,11,21,10,27,34.0,31.0,443,28,0
13913,43,44,14,22,17,27,20.0,77.0,631,64,1
13914,33,27,12,22,19,17,82.0,82.0,810,90,1
13915,60,36,19,40,20,36,6.0,33.0,215,5,0
13916,100,21,33,29,29,32,60.0,2.0,662,10,0
13917,26,41,14,28,38,33,8.0,1.0,546,40,0
13918,99,37,16,23,24,14,41.0,4.0,134,4,0
13919,63,49,37,23,20,10,31.0,100.0,500,84,1
13920,33,20,27,20,27,34,65.0,86.0,1004,61,1
13921,85,21,36,20,26,11,25.0,60.0,19,50,1
13922,59,33,37,33,33,24,89.0,16.0,445,24,0
13923,80,31,26,34,33,17,94.0,71.0,760,58,1
13924,91,43,17,31,36,16,72.0,71.0,637,68,1
13925,66,45,13,26,30,32,59.0,62.0,240,75,1
13926,92,40,39,25,29,33,35.0,38.0,249,44,0
13927,89,36,26,31,12,39,82.0,98.0,21,60,1
13928,87,47,29,18,23,40,25.0,11.0,522,49,0
13929,37,40,33,15,27,38,41.0,98.0,959,86,1
13930,77,22,23,14,36,31,81.0,62.0,160,75,1
13931,87,37,38,27,13,36,45.0,23.0,178,14,0
13932,67,46,11,11,23,10,38.0,23.0,1008,2,0
13933,88,26,20,31,33,27,12.0,12.0,929,3,0
13934,69,43,33,14,21,20,49.0,100.0,14,77,1
13935,57,44,22,36,24,16,89.0,68.0,667,72,1
13936,45,34,11,34,37,19,26.0,27.0,639,15,0
13937,90,41,24,22,12,19,28.0,43.0,365,48,0
13938,95,28,27,39,11,35,41.0,33.0,977,3,0
13939,98,20,13,21,17,27,67.0,11.0,599,6,0
13940,54,26,23,18,10,29,89.0,49.0,172,12,0
13941,50,22,19,14,13,17,80.0,77.0,724,68,1
13942,44,36,36,28,33,25,90.0,91.0,439,61,1
13943,59,21,16,28,27,34,29.0,16.0,163,20,0
13944,82,26,32,31,21,13,55.0,64.0,641,69,1
13945,28,28,34,28,30,29,92.0,71.0,989,81,1
13946,32,33,39,33,17,26,40.0,83.0,952,50,1
13947,54,30,26,23,33,11,26.0,52.0,723,89,1
13948,87,42,38,30,38,23,60.0,42.0,637,44,0
13949,52,44,24,34,16,26,74.0,13.0,647,17,0
13950,41,42,11,29,29,28,34.0,40.0,167,39,0
13951,23,50,24,37,14,31,17.0,4.0,358,5,0
13952,29,34,23,40,33,34,74.0,9.0,419,1,0
13953,33,38,30,33,24,22,84.0,9.0,324,21,0
13954,80,23,32,38,38,10,5.0,51.0,712,100,1
13955,42,20,38,34,38,36,75.0,6.0,880,19,0
13956,35,38,32,24,21,25,45.0,63.0,673,79,1
13957,54,37,39,20,38,25,51.0,43.0,259,36,0
13958,68,41,23,33,29,35,27.0,93.0,71,64,1
13959,86,28,17,40,31,15,84.0,1.0,91,22,0
13960,54,42,18,13,18,21,52.0,85.0,424,91,1
13961,63,46,32,18,14,13,32.0,19.0,647,25,0
13962,82,30,26,19,21,13,77.0,31.0,76,45,0
13963,65,44,38,19,16,32,33.0,0.0,79,46,0
13964,37,33,32,13,35,21,16.0,20.0,292,5,0
13965,82,35,24,40,21,12,40.0,17.0,76,35,0
13966,42,45,39,33,35,16,51.0,0.0,500,12,0
13967,65,50,28,14,25,13,37.0,34.0,957,20,0
13968,55,44,35,40,31,23,47.0,50.0,228,77,1
13969,80,38,26,16,27,30,81.0,11.0,629,4,0
13970,60,48,11,19,21,19,47.0,68.0,662,63,1
13971,52,20,32,22,19,12,63.0,28.0,337,28,0
13972,68,33,35,13,12,39,60.0,25.0,253,49,0
13973,23,22,25,32,32,24,23.0,60.0,319,70,1
13974,42,47,19,34,26,18,17.0,45.0,219,17,0
13975,39,35,32,24,28,20,71.0,82.0,529,63,1
13976,58,50,40,26,17,38,99.0,88.0,206,63,1
13977,76,38,20,26,30,40,78.0,93.0,221,65,1
13978,92,22,19,37,28,13,49.0,37.0,809,49,0
13979,90,45,38,36,18,30,80.0,21.0,807,37,0
13980,58,27,39,27,16,37,69.0,29.0,787,23,0
13981,69,25,33,26,33,35,96.0,86.0,148,99,1
13982,38,48,18,30,19,36,39.0,37.0,76,41,0
13983,31,37,11,21,31,34,55.0,43.0,616,10,0
13984,26,21,10,39,34,24,42.0,35.0,551,19,0
13985,80,46,29,22,33,37,39.0,11.0,910,22,0
13986,64,41,37,16,21,32,40.0,21.0,161,6,0
13987,37,20,26,36,16,37,35.0,62.0,28,90,1
13988,23,37,33,20,12,27,4.0,41.0,977,34,0
13989,72,30,19,31,26,17,60.0,24.0,473,44,0
13990,37,41,34,10,31,36,28.0,95.0,197,61,1
13991,25,38,37,39,27,16,25.0,17.0,235,42,0
13992,28,46,11,34,22,15,53.0,88.0,619,87,1
13993,40,42,10,12,33,36,73.0,19.0,571,14,0
13994,77,29,13,18,36,11,40.0,79.0,687,98,1
13995,98,40,34,37,37,26,71.0,70.0,480,93,1
13996,68,49,37,26,22,20,75.0,10.0,238,2,0
13997,65,35,19,28,15,20,62.0,95.0,190,77,1
13998,81,31,18,26,30,15,51.0,80.0,441,76,1
13999,51,44,28,37,37,28,43.0,95.0,416,85,1
14000,68,20,24,35,31,18,36.0,86.0,112,69,1
14001,74,49,25,27,20,24,63.0,94.0,139,92,1
14002,95,48,25,24,31,23,48.0,82.0,27,52,1
14003,41,32,26,32,12,35,87.0,38.0,306,25,0
14004,94,46,13,11,17,38,72.0,65.0,157,57,1
14005,38,44,26,31,18,19,56.0,41.0,836,38,0
14006,44,40,20,27,11,29,96.0,29.0,757,25,0
14007,71,20,29,13,33,22,75.0,0.0,40,6,0
14008,94,38,16,28,12,28,2.0,29.0,509,32,0
14009,35,45,21,17,31,11,59.0,37.0,1015,42,0
14010,41,45,21,25,18,22,17.0,69.0,675,55,1
14011,47,34,16,25,16,35,35.0,37.0,160,27,0
14012,89,50,23,15,32,30,28.0,67.0,15,72,1
14013,68,41,17,26,38,37,3.0,13.0,865,33,0
14014,99,47,32,16,26,29,3.0,18.0,252,30,0
14015,100,36,30,38,32,23,19.0,11.0,18,38,0
14016,95,40,22,26,24,22,41.0,61.0,841,54,1
14017,53,25,14,35,17,33,87.0,37.0,268,24,0
14018,40,32,33,21,28,34,7.0,38.0,485,4,0
14019,53,42,17,17,12,39,10.0,23.0,471,48,0
14020,27,35,27,22,27,13,24.0,73.0,818,90,1
14021,41,31,31,35,36,24,1.0,60.0,78,85,1
14022,23,30,37,32,17,27,26.0,73.0,605,85,1
14023,49,29,39,11,32,15,52.0,7.0,937,33,0
14024,31,44,15,17,12,32,19.0,79.0,92,74,1
14025,43,33,31,25,19,25,53.0,74.0,667,92,1
14026,31,39,27,34,18,21,75.0,29.0,1023,22,0
14027,98,20,31,38,10,37,21.0,0.0,666,18,0
14028,78,26,30,19,34,33,48.0,66.0,584,72,1
14029,28,21,36,30,17,10,88.0,45.0,211,2,0
14030,81,46,10,13,13,13,80.0,19.0,182,7,0
14031,86,31,34,19,32,31,28.0,48.0,32,27,0
14032,43,43,26,15,34,35,80.0,74.0,677,83,1
14033,86,40,29,23,39,40,98.0,74.0,887,81,1
14034,93,32,16,35,25,12,57.0,90.0,780,99,1
14035,54,43,29,12,39,35,25.0,52.0,429,65,1
14036,77,34,36,23,30,27,13.0,33.0,367,1,0
14037,37,48,12,26,10,23,91.0,94.0,541,59,1
14038,24,25,30,32,12,30,43.0,85.0,457,99,1
14039,53,50,30,25,14,14,92.0,92.0,903,96,1
14040,72,28,27,11,20,19,41.0,2.0,553,31,0
14041,82,44,15,34,23,30,69.0,84.0,324,52,1
14042,85,29,36,25,13,32,20.0,1.0,331,21,0
14043,65,42,25,38,30,23,84.0,31.0,59,42,0
14044,69,48,32,17,17,37,2.0,24.0,455,12,0
14045,23,39,31,35,28,17,42.0,46.0,410,41,0
14046,50,50,38,30,14,28,93.0,88.0,415,93,1
14047,81,39,21,26,18,35,53.0,46.0,775,43,0
14048,42,40,38,11,35,14,92.0,38.0,456,15,0
14049,64,50,33,21,16,13,46.0,9.0,182,6,0
14050,64,21,36,11,32,22,17.0,85.0,497,55,1
14051,35,35,37,11,17,38,42.0,72.0,522,95,1
14052,38,35,24,17,10,29,33.0,86.0,313,98,1
14053,72,29,33,12,35,32,87.0,88.0,192,63,1
14054,63,38,29,12,15,36,88.0,89.0,915,67,1
14055,60,45,17,25,37,12,49.0,5.0,376,33,0
14056,95,29,10,21,28,30,58.0,85.0,1008,54,1
14057,24,44,33,23,23,20,56.0,66.0,788,69,1
14058,100,25,19,39,24,36,17.0,17.0,191,31,0
14059,79,50,35,27,27,35,15.0,16.0,599,41,0
14060,74,40,13,16,39,14,92.0,53.0,624,96,1
14061,59,20,25,11,15,15,98.0,83.0,957,73,1
14062,51,39,34,18,21,40,64.0,80.0,64,55,1
14063,33,38,12,25,22,13,6.0,82.0,251,70,1
14064,67,38,11,21,32,16,49.0,88.0,54,97,1
14065,46,22,34,16,26,21,63.0,10.0,520,0,0
14066,27,24,17,29,23,10,31.0,17.0,665,6,0
14067,46,23,31,21,20,15,64.0,65.0,242,72,1
14068,65,30,17,17,19,38,96.0,76.0,240,98,1
14069,63,24,19,33,23,30,13.0,51.0,368,52,1
14070,71,46,38,36,18,32,11.0,8.0,992,38,0
14071,30,41,18,39,11,15,48.0,17.0,502,28,0
14072,97,27,21,20,39,18,19.0,74.0,962,60,1
14073,87,30,14,24,37,17,38.0,83.0,43,59,1
14074,98,33,19,38,20,17,10.0,81.0,78,67,1
14075,87,49,20,18,17,29,62.0,78.0,270,75,1
14076,25,41,17,36,22,40,8.0,43.0,722,24,0
14077,60,31,32,32,21,12,35.0,79.0,659,62,1
14078,43,38,30,38,18,35,62.0,79.0,841,52,1
14079,91,40,24,19,30,31,29.0,17.0,939,41,0
14080,75,43,24,22,36,35,58.0,50.0,406,63,1
14081,74,37,28,16,36,39,86.0,88.0,759,62,1
14082,48,45,23,26,34,23,46.0,97.0,572,72,1
14083,65,48,21,40,21,15,56.0,63.0,540,86,1
14084,63,22,21,15,35,15,10.0,100.0,793,99,1
14085,80,48,35,27,27,39,0.0,18.0,376,37,0
14086,69,25,10,39,35,12,20.0,45.0,422,26,0
14087,33,44,16,20,18,40,72.0,24.0,475,3,0
14088,57,45,36,16,40,38,32.0,54.0,1022,51,1
14089,39,40,40,29,26,14,35.0,47.0,419,0,0
14090,61,39,12,29,39,38,4.0,25.0,293,44,0
14091,41,27,39,30,39,26,26.0,5.0,914,9,0
14092,90,30,15,32,32,37,89.0,77.0,338,51,1
14093,32,21,14,37,37,24,30.0,88.0,14,67,1
14094,67,25,24,21,15,18,59.0,44.0,653,32,0
14095,98,32,32,18,26,26,52.0,86.0,846,90,1
14096,24,24,37,27,23,13,8.0,43.0,551,15,0
14097,84,21,10,26,37,21,4.0,35.0,765,15,0
14098,76,21,19,17,27,31,76.0,97.0,714,62,1
14099,37,21,17,35,21,15,21.0,88.0,348,50,1
14100,79,42,10,32,28,33,21.0,19.0,87,42,0
14101,51,46,24,26,27,21,29.0,36.0,694,5,0
14102,34,48,31,27,27,39,99.0,92.0,407,61,1
14103,37,32,36,15,29,33,55.0,32.0,817,5,0
14104,24,31,28,19,15,33,27.0,44.0,721,47,0
14105,74,46,17,40,37,15,85.0,22.0,354,4,0
14106,96,39,36,17,17,23,95.0,48.0,974,6,0
14107,34,30,40,13,28,36,93.0,26.0,59,40,0
14108,60,21,39,34,19,29,70.0,76.0,821,61,1
14109,45,31,10,10,30,32,45.0,17.0,671,43,0
14110,30,33,29,25,11,23,94.0,85.0,111,91,1
14111,59,38,29,35,34,26,42.0,44.0,23,21,0
14112,83,21,28,12,15,15,38.0,92.0,526,51,1
14113,48,33,13,27,12,38,4.0,80.0,37,59,1
14114,68,40,30,39,34,27,43.0,23.0,13,43,0
14115,63,36,29,10,33,31,79.0,17.0,906,39,0
14116,91,30,25,36,35,39,48.0,62.0,416,66,1
14117,79,37,11,34,26,36,74.0,94.0,363,59,1
14118,60,34,31,31,19,39,14.0,3.0,805,17,0
14119,79,40,17,29,40,15,66.0,87.0,903,88,1
14120,62,45,36,39,21,37,44.0,26.0,267,5,0
14121,77,40,21,20,23,32,14.0,75.0,303,65,1
14122,36,21,11,31,32,21,94.0,30.0,584,20,0
14123,100,44,33,29,25,30,32.0,4.0,958,1,0
14124,25,22,25,30,22,25,81.0,97.0,969,82,1
14125,39,35,27,24,11,28,44.0,45.0,770,21,0
14126,49,50,16,30,37,19,89.0,69.0,434,100,1
14127,51,38,35,19,19,10,63.0,33.0,413,14,0
14128,55,43,21,37,28,40,88.0,86.0,589,87,1
14129,39,42,29,12,35,28,49.0,66.0,42,82,1
14130,30,36,21,36,36,36,39.0,95.0,284,84,1
14131,75,35,36,32,21,31,35.0,55.0,303,99,1
14132,83,42,16,12,31,20,37.0,11.0,518,30,0
14133,54,38,20,37,10,27,64.0,22.0,731,33,0
14134,73,43,38,15,37,35,61.0,78.0,106,50,1
14135,86,43,17,11,16,27,41.0,98.0,426,56,1
14136,75,49,17,20,16,24,17.0,6.0,377,25,0
14137,87,28,36,31,25,27,95.0,12.0,953,13,0
14138,76,38,13,27,16,26,3.0,14.0,596,4,0
14139,92,48,17,15,10,34,4.0,67.0,73,54,1
14140,94,40,18,37,18,19,18.0,27.0,673,6,0
14141,74,25,15,31,21,31,39.0,72.0,642,90,1
14142,54,23,38,31,35,31,23.0,48.0,445,5,0
14143,61,44,19,36,35,37,33.0,57.0,984,50,1
14144,40,24,36,39,24,29,84.0,90.0,141,87,1
14145,38,43,36,20,15,20,22.0,61.0,834,70,1
14146,89,42,18,17,23,10,1.0,27.0,221,24,0
14147,62,47,13,26,33,22,65.0,60.0,816,61,1
14148,90,38,40,21,11,38,74.0,53.0,283,95,1
14149,63,44,18,38,13,22,77.0,3.0,687,21,0
14150,36,25,21,32,38,33,62.0,77.0,980,77,1
14151,63,26,29,36,38,11,3.0,42.0,201,40,0
14152,28,25,17,17,36,40,84.0,93.0,647,98,1
14153,100,22,38,11,28,29,30.0,44.0,967,49,0
14154,67,30,14,28,36,17,15.0,41.0,245,32,0
14155,26,20,38,21,25,32,21.0,45.0,469,29,0
14156,34,48,29,33,27,21,100.0,72.0,356,91,1
14157,27,30,16,33,15,29,74.0,91.0,913,98,1
14158,78,29,27,24,22,19,68.0,88.0,761,76,1
14159,22,30,10,15,14,30,26.0,82.0,55,83,1
14160,34,25,23,31,31,25,26.0,40.0,216,39,0
14161,51,47,27,26,17,14,89.0,37.0,226,13,0
14162,94,28,22,21,28,38,7.0,59.0,841,72,1
14163,61,37,25,37,19,39,50.0,83.0,0,96,1
14164,37,25,30,11,20,28,0.0,54.0,554,99,1
14165,100,41,35,13,39,34,34.0,35.0,68,35,0
14166,61,49,10,15,21,17,32.0,23.0,576,6,0
14167,96,35,31,30,20,25,12.0,84.0,987,57,1
14168,93,38,40,37,37,23,42.0,36.0,779,32,0
14169,85,38,10,12,23,30,92.0,50.0,820,88,1
14170,26,40,22,36,11,14,78.0,33.0,806,21,0
14171,58,44,34,25,19,37,57.0,35.0,592,16,0
14172,78,33,35,35,12,26,95.0,37.0,307,44,0
14173,71,48,36,28,11,18,99.0,70.0,671,77,1
14174,96,40,37,39,18,17,28.0,40.0,866,11,0
14175,52,30,16,23,33,20,33.0,6.0,958,43,0
14176,70,45,24,26,32,13,77.0,38.0,116,24,0
14177,66,38,11,35,20,23,14.0,22.0,727,40,0
14178,31,37,37,35,30,32,18.0,35.0,249,31,0
14179,23,29,20,17,13,23,84.0,22.0,779,5,0
14180,47,39,35,26,31,20,55.0,44.0,8,33,0
14181,28,30,14,22,19,15,95.0,52.0,381,87,1
14182,87,20,12,32,24,32,85.0,8.0,375,6,0
14183,57,46,21,11,35,36,74.0,63.0,855,85,1
14184,24,48,37,15,37,34,97.0,72.0,970,94,1
14185,64,38,34,18,16,40,72.0,79.0,949,81,1
14186,26,39,12,10,31,33,85.0,70.0,716,84,1
14187,37,37,22,20,28,36,20.0,36.0,81,0,0
14188,48,20,34,22,40,25,64.0,48.0,677,15,0
14189,27,30,36,35,32,26,76.0,43.0,664,2,0
14190,38,28,34,20,10,31,45.0,43.0,556,0,0
14191,45,39,16,30,34,38,56.0,77.0,147,72,1
14192,62,22,37,20,37,18,51.0,7.0,711,5,0
14193,27,29,14,12,12,17,28.0,86.0,338,53,1
14194,24,26,31,40,30,33,74.0,93.0,940,60,1
14195,47,42,39,16,15,33,29.0,80.0,740,80,1
14196,40,38,10,20,15,13,35.0,25.0,663,25,0
14197,44,39,39,16,34,33,91.0,0.0,213,40,0
14198,75,48,10,34,28,26,21.0,42.0,815,24,0
14199,58,49,20,15,35,13,66.0,24.0,744,19,0
14200,31,25,40,17,32,37,50.0,32.0,116,2,0
14201,87,37,39,24,14,21,87.0,4.0,761,49,0
14202,80,27,35,21,21,24,1.0,15.0,425,21,0
14203,42,37,38,11,13,29,75.0,48.0,47,31,0
14204,45,29,18,30,31,21,99.0,5.0,1023,43,0
14205,73,45,26,18,32,10,43.0,37.0,774,45,0
14206,94,26,18,23,26,36,4.0,99.0,434,60,1
14207,48,37,27,31,13,28,5.0,81.0,840,64,1
14208,31,22,31,16,28,22,86.0,4.0,891,10,0
14209,64,32,29,33,28,29,33.0,92.0,130,67,1
14210,39,46,32,15,31,27,11.0,95.0,258,55,1
14211,37,35,36,21,21,34,67.0,37.0,545,47,0
14212,36,20,21,22,24,30,93.0,27.0,279,13,0
14213,59,46,24,35,10,36,93.0,20.0,730,23,0
14214,80,29,20,24,20,27,3.0,97.0,458,94,1
14215,83,31,22,10,32,32,88.0,50.0,37,88,1
14216,75,36,23,39,39,15,26.0,98.0,869,86,1
14217,30,24,10,39,28,21,96.0,71.0,692,99,1
14218,62,31,11,38,21,40,27.0,63.0,798,80,1
14219,55,46,38,34,39,21,98.0,12.0,685,35,0
14220,96,22,25,36,22,15,85.0,14.0,788,7,0
14221,47,37,38,21,11,36,44.0,62.0,310,78,1
14222,58,40,29,36,29,40,53.0,61.0,889,52,1
14223,77,20,28,17,14,10,17.0,45.0,955,38,0
