,스킬이름,타입,위력,포켓몬
12044,제비반환,비행,60,고고트
12045,씨뿌리기,풀,0,고고트
12046,잎날가르기,풀,55,고고트
12047,고민씨,풀,0,고고트
12048,광합성,풀,0,고고트
12049,돌진,노말,90,고고트
12050,땅고르기,땅,60,고고트
12051,씨폭탄,풀,80,고고트
12052,벌크업,격투,0,고고트
12053,이판사판태클,노말,120,고고트
12054,우드혼,풀,75,고고트
12055,리프블레이드,풀,90,고고트
12056,우유마시기,노말,0,고고트
12057,몸통박치기,노말,40,판짱
12058,째려보기,노말,0,판짱
12059,손바닥치기,격투,15,판짱
12060,도발,악,0,판짱
12061,배대뒤치기,격투,60,판짱
12062,로킥,격투,65,판짱
12063,분발,노말,0,판짱
12064,베어가르기,노말,70,판짱
12065,받아던지기,격투,70,판짱
12066,깨물어부수기,악,80,판짱
12067,누르기,노말,85,판짱
12068,막말내뱉기,악,0,판짱
12069,동료만들기,노말,0,판짱
12070,깜짝베기,악,70,부란다
12071,불릿펀치,강철,40,부란다
12072,몸통박치기,노말,40,부란다
12073,째려보기,노말,0,부란다
12074,손바닥치기,격투,15,부란다
12075,도발,악,0,부란다
12076,배대뒤치기,격투,60,부란다
12077,로킥,격투,65,부란다
12078,분발,노말,0,부란다
12079,베어가르기,노말,70,부란다
12080,받아던지기,격투,70,부란다
12081,깨물어부수기,악,80,부란다
12082,누르기,노말,85,부란다
12083,막말내뱉기,악,0,부란다
12084,동료만들기,노말,0,부란다
12085,암해머,격투,100,부란다
12086,몸통박치기,노말,40,트리미앙
12087,향해서,몸,부딪쳐가며,트리미앙
12088,울음소리,노말,0,트리미앙
12089,울음소리를,들려주고,끌어,트리미앙
12090,모래뿌리기,땅,0,트리미앙
12091,얼굴에,모래를,명중률을,트리미앙
12092,초롱초롱눈동자,페어리,0,트리미앙
12093,눈동자로,상대를,공격을,트리미앙
12094,박치기,노말,70,트리미앙
12095,내밀고,무작정,공격한다.,트리미앙
12096,꼬리흔들기,노말,0,트리미앙
12097,좌우로,귀엽게,방심을,트리미앙
12098,물기,악,60,트리미앙
12099,뾰족한,이빨로,공격한다.,트리미앙
12100,냄새구별,노말,0,트리미앙
12101,효과가,없는,회피율이,트리미앙
12102,원수갚기,노말,70,트리미앙
12103,동료의,원수를,전,트리미앙
12104,돌진,노말,90,트리미앙
12105,기세로,상대에게,공격한다.,트리미앙
12106,애교부리기,페어리,0,트리미앙
12107,바라보고,방심을,상대의,트리미앙
12108,기습,악,70,트리미앙
12109,먼저,공격할,있다.,트리미앙
12110,코튼가드,풀,0,트리미앙
12111,솜털로,자신의,감싸,트리미앙
12112,할퀴기,노말,40,냐스퍼
12113,째려보기,노말,0,냐스퍼
12114,속이기,노말,40,냐스퍼
12115,차밍보이스,페어리,40,냐스퍼
12116,염동력,에스퍼,50,냐스퍼
12117,탐내기,노말,60,냐스퍼
12118,환상빔,에스퍼,65,냐스퍼
12119,빛의장막,에스퍼,0,냐스퍼
12120,리플렉터,에스퍼,0,냐스퍼
12121,사이코쇼크,에스퍼,80,냐스퍼
12122,검은눈빛,노말,0,냐오닉스
12123,할퀴기,노말,40,냐오닉스
12124,째려보기,노말,0,냐오닉스
12125,속이기,노말,40,냐오닉스
12126,차밍보이스,페어리,40,냐오닉스
12127,염동력,에스퍼,50,냐오닉스
12128,도우미,노말,0,냐오닉스
12129,애교부리기,페어리,0,냐오닉스
12130,탐내기,노말,60,냐오닉스
12131,환상빔,에스퍼,65,냐오닉스
12132,기습,악,70,냐오닉스
12133,역할,에스퍼,0,냐오닉스
12134,빛의장막,에스퍼,0,냐오닉스
12135,리플렉터,에스퍼,0,냐오닉스
12136,사이코쇼크,에스퍼,80,냐오닉스
12137,봉인,에스퍼,0,냐오닉스
12138,패스트가드,격투,0,냐오닉스
12139,사이코키네시스,에스퍼,90,냐오닉스
12140,미스트필드,페어리,0,냐오닉스
12141,몸통박치기,노말,40,단칼빙
12142,연속자르기,벌레,40,단칼빙
12143,야습,고스트,40,단칼빙
12144,바디퍼지,강철,0,단칼빙
12145,제비반환,비행,60,단칼빙
12146,금속음,강철,0,단칼빙
12147,베어가르기,노말,70,단칼빙
12148,깜짝베기,악,70,단칼빙
12149,원수갚기,노말,70,단칼빙
12150,철벽,강철,0,단칼빙
12151,아이언헤드,강철,80,단칼빙
12152,파워트릭,에스퍼,0,단칼빙
12153,칼춤,노말,0,단칼빙
12154,성스러운칼,격투,90,단칼빙
12155,몸통박치기,노말,40,쌍검킬
12156,연속자르기,벌레,40,쌍검킬
12157,야습,고스트,40,쌍검킬
12158,바디퍼지,강철,0,쌍검킬
12159,제비반환,비행,60,쌍검킬
12160,금속음,강철,0,쌍검킬
12161,베어가르기,노말,70,쌍검킬
12162,깜짝베기,악,70,쌍검킬
12163,원수갚기,노말,70,쌍검킬
12164,철벽,강철,0,쌍검킬
12165,아이언헤드,강철,80,쌍검킬
12166,파워트릭,에스퍼,0,쌍검킬
12167,칼춤,노말,0,쌍검킬
12168,성스러운칼,격투,90,쌍검킬
12169,킹실드,강철,0,킬가르도
12170,양날박치기,바위,150,킬가르도
12171,제비반환,비행,60,킬가르도
12172,금속음,강철,0,킬가르도
12173,베어가르기,노말,70,킬가르도
12174,깜짝베기,악,70,킬가르도
12175,원수갚기,노말,70,킬가르도
12176,철벽,강철,0,킬가르도
12177,아이언헤드,강철,80,킬가르도
12178,파워트릭,에스퍼,0,킬가르도
12179,칼춤,노말,0,킬가르도
12180,성스러운칼,격투,90,킬가르도
12181,몸통박치기,노말,40,킬가르도
12182,연속자르기,벌레,40,킬가르도
12183,야습,고스트,40,킬가르도
12184,바디퍼지,강철,0,킬가르도
12185,킹실드,강철,0,킬가르도
12186,요정의바람,페어리,40,슈쁘
12187,달콤한향기,노말,0,슈쁘
12188,천사의키스,페어리,0,슈쁘
12189,에코보이스,노말,40,슈쁘
12190,드레인키스,페어리,50,슈쁘
12191,아로마테라피,풀,0,슈쁘
12192,드레인키스,페어리,50,슈쁘
12193,헤롱헤롱,노말,0,슈쁘
12194,바둥바둥,노말,0,슈쁘
12195,미스트필드,페어리,0,슈쁘
12196,사이코키네시스,에스퍼,90,슈쁘
12197,애교부리기,페어리,0,슈쁘
12198,명상,에스퍼,0,슈쁘
12199,문포스,페어리,95,슈쁘
12200,스킬스웹,에스퍼,0,슈쁘
12201,아로마미스트,페어리,0,프레프티르
12202,치유파동,에스퍼,0,프레프티르
12203,요정의바람,페어리,40,프레프티르
12204,달콤한향기,노말,0,프레프티르
12205,천사의키스,페어리,0,프레프티르
12206,에코보이스,노말,40,프레프티르
12207,차밍보이스,페어리,40,프레프티르
12208,아로마테라피,풀,0,프레프티르
12209,드레인키스,페어리,50,프레프티르
12210,헤롱헤롱,노말,0,프레프티르
12211,바둥바둥,노말,0,프레프티르
12212,미스트필드,페어리,0,프레프티르
12213,사이코키네시스,에스퍼,90,프레프티르
12214,애교부리기,페어리,0,프레프티르
12215,명상,에스퍼,0,프레프티르
12216,문포스,페어리,95,프레프티르
12217,스킬스웹,에스퍼,0,프레프티르
12218,자기암시,노말,0,프레프티르
12219,몸통박치기,노말,40,나룸퍼프
12220,달콤한향기,노말,0,나룸퍼프
12221,친해지기,노말,0,나룸퍼프
12222,요정의바람,페어리,40,나룸퍼프
12223,아로마테라피,풀,0,나룸퍼프
12224,드레인키스,페어리,50,나룸퍼프
12225,거짓울음,악,0,나룸퍼프
12226,돌림노래,노말,60,나룸퍼프
12227,실뿜기,벌레,0,나룸퍼프
12228,목화포자,풀,0,나룸퍼프
12229,에너지볼,풀,90,나룸퍼프
12230,희망사항,노말,0,나룸퍼프
12231,치근거리기,페어리,90,나룸퍼프
12232,코튼가드,풀,0,나룸퍼프
12233,죽기살기,노말,0,나룸퍼프
12234,몸통박치기,노말,40,나루림
12235,달콤한향기,노말,0,나루림
12236,친해지기,노말,0,나루림
12237,요정의바람,페어리,40,나루림
12238,아로마테라피,풀,0,나루림
12239,드레인키스,페어리,50,나루림
12240,거짓울음,악,0,나루림
12241,돌림노래,노말,60,나루림
12242,실뿜기,벌레,0,나루림
12243,목화포자,풀,0,나루림
12244,에너지볼,풀,90,나루림
12245,희망사항,노말,0,나루림
12246,치근거리기,페어리,90,나루림
12247,코튼가드,풀,0,나루림
12248,죽기살기,노말,0,나루림
12249,끈적끈적네트,벌레,0,나루림
12250,쪼기,비행,35,오케이징
12251,몸통박치기,노말,40,오케이징
12252,최면술,에스퍼,0,오케이징
12253,김밥말이,노말,15,오케이징
12254,보복,악,50,오케이징
12255,쪼아대기,비행,60,오케이징
12256,환상빔,에스퍼,65,오케이징
12257,뽐내기,노말,0,오케이징
12258,베어가르기,노말,70,오케이징
12259,깜짝베기,악,70,오케이징
12260,사이코커터,에스퍼,70,오케이징
12261,바꿔치기,악,0,오케이징
12262,속임수,악,95,오케이징
12263,뒤집어엎기,악,0,오케이징
12264,엄청난힘,격투,120,오케이징
12265,기사회생,격투,0,칼라마네로
12266,쪼기,비행,35,칼라마네로
12267,몸통박치기,노말,40,칼라마네로
12268,최면술,에스퍼,0,칼라마네로
12269,김밥말이,노말,15,칼라마네로
12270,보복,악,50,칼라마네로
12271,쪼아대기,비행,60,칼라마네로
12272,환상빔,에스퍼,65,칼라마네로
12273,뽐내기,노말,0,칼라마네로
12274,베어가르기,노말,70,칼라마네로
12275,깜짝베기,악,70,칼라마네로
12276,사이코커터,에스퍼,70,칼라마네로
12277,바꿔치기,악,0,칼라마네로
12278,속임수,악,95,칼라마네로
12279,뒤집어엎기,악,0,칼라마네로
12280,엄청난힘,격투,120,칼라마네로
12281,할퀴기,노말,40,거북손손
12282,진흙뿌리기,땅,20,거북손손
12283,껍질에숨기,물,0,거북손손
12284,물대포,물,40,거북손손
12285,연속자르기,벌레,40,거북손손
12286,마구할퀴기,노말,18,거북손손
12287,원시의힘,바위,60,거북손손
12288,록커트,바위,0,거북손손
12289,베어가르기,노말,70,거북손손
12290,손톱갈기,악,0,거북손손
12291,셸블레이드,물,75,거북손손
12292,껍질깨기,노말,0,거북손손
12293,크로스촙,격투,100,거북손손
12294,할퀴기,노말,40,거북손데스
12295,로케트박치기,노말,130,거북손데스
12296,진흙뿌리기,땅,20,거북손데스
12297,껍질에숨기,물,0,거북손데스
12298,물대포,물,40,거북손데스
12299,연속자르기,벌레,40,거북손데스
12300,마구할퀴기,노말,18,거북손데스
12301,원시의힘,바위,60,거북손데스
12302,록커트,바위,0,거북손데스
12303,베어가르기,노말,70,거북손데스
12304,손톱갈기,악,0,거북손데스
12305,셸블레이드,물,75,거북손데스
12306,껍질깨기,노말,0,거북손데스
12307,크로스촙,격투,100,거북손데스
12308,스톤에지,바위,100,거북손데스
12309,몸통박치기,노말,40,수레기
12310,연막,노말,0,수레기
12311,용해액,독,40,수레기
12312,물대포,물,40,수레기
12313,꼬리흔들기,노말,0,수레기
12314,그림자분신,노말,0,수레기
12315,포이즌테일,독,50,수레기
12316,물의파동,물,60,수레기
12317,맹독,독,0,수레기
12318,용의파동,드래곤,85,수레기
12319,아쿠아테일,물,90,수레기
12320,오물폭탄,독,90,수레기
12321,하이드로펌프,물,110,수레기
12322,몸통박치기,노말,40,드래캄
12323,연막,노말,0,드래캄
12324,용해액,독,40,드래캄
12325,물대포,물,40,드래캄
12326,꼬리흔들기,노말,0,드래캄
12327,그림자분신,노말,0,드래캄
12328,포이즌테일,독,50,드래캄
12329,물의파동,물,60,드래캄
12330,맹독,독,0,드래캄
12331,용의파동,드래곤,85,드래캄
12332,아쿠아테일,물,90,드래캄
12333,오물폭탄,독,90,드래캄
12334,하이드로펌프,물,110,드래캄
12335,역린,드래곤,120,드래캄
12336,튀어오르기,노말,0,완철포
12337,물대포,물,40,완철포
12338,찝기,노말,55,완철포
12339,바둥바둥,노말,0,완철포
12340,아쿠아제트,물,40,완철포
12341,떨어뜨리기,바위,50,완철포
12342,손톱갈기,악,0,완철포
12343,물의파동,물,60,완철포
12344,칼춤,노말,0,완철포
12345,파동탄,격투,80,완철포
12346,뛰어오르기,비행,85,완철포
12347,탁류,물,90,완철포
12348,집게해머,물,100,완철포
12349,악의파동,악,80,블로스터
12350,용의파동,드래곤,85,블로스터
12351,치유파동,에스퍼,0,블로스터
12352,튀어오르기,노말,0,블로스터
12353,물대포,물,40,블로스터
12354,찝기,노말,55,블로스터
12355,바둥바둥,노말,0,블로스터
12356,아쿠아제트,물,40,블로스터
12357,떨어뜨리기,바위,50,블로스터
12358,손톱갈기,악,0,블로스터
12359,물의파동,물,60,블로스터
12360,칼춤,노말,0,블로스터
12361,파동탄,격투,80,블로스터
12362,뛰어오르기,비행,85,블로스터
12363,탁류,물,90,블로스터
12364,집게해머,물,100,블로스터
12365,진흙뿌리기,땅,20,목도리키텔
12366,꼬리흔들기,노말,0,목도리키텔
12367,막치기,노말,40,목도리키텔
12368,전기쇼크,전기,40,목도리키텔
12369,전광석화,노말,40,목도리키텔
12370,충전,전기,0,목도리키텔
12371,땅고르기,땅,60,목도리키텔
12372,볼트체인지,전기,70,목도리키텔
12373,파라볼라차지,전기,65,목도리키텔
12374,전기자석파,전기,0,목도리키텔
12375,10만볼트,전기,90,목도리키텔
12376,송전,전기,0,목도리키텔
12377,번개,전기,110,목도리키텔
12378,괴전파,전기,0,일레도리자드
12379,방전,전기,80,일레도리자드
12380,전광석화,노말,40,일레도리자드
12381,충전,전기,0,일레도리자드
12382,땅고르기,땅,60,일레도리자드
12383,볼트체인지,전기,70,일레도리자드
12384,파라볼라차지,전기,65,일레도리자드
12385,전기자석파,전기,0,일레도리자드
12386,10만볼트,전기,90,일레도리자드
12387,송전,전기,0,일레도리자드
12388,번개,전기,110,일레도리자드
12389,진흙뿌리기,땅,20,일레도리자드
12390,꼬리흔들기,노말,0,일레도리자드
12391,막치기,노말,40,일레도리자드
12392,전기쇼크,전기,40,일레도리자드
12393,몸통박치기,노말,40,티고라스
12394,꼬리흔들기,노말,0,티고라스
12395,울부짖기,노말,0,티고라스
12396,원시의힘,바위,60,티고라스
12397,애교부리기,페어리,0,티고라스
12398,물기,악,60,티고라스
12399,드래곤테일,드래곤,60,티고라스
12400,짓밟기,노말,65,티고라스
12401,스톤샤워,바위,75,티고라스
12402,깨물어부수기,악,80,티고라스
12403,드래곤크루,드래곤,80,티고라스
12404,난동부리기,노말,120,티고라스
12405,지진,땅,100,티고라스
12406,뿔드릴,노말,0,티고라스
12407,몸통박치기,노말,40,견고라스
12408,꼬리흔들기,노말,0,견고라스
12409,울부짖기,노말,0,견고라스
12410,원시의힘,바위,60,견고라스
12411,애교부리기,페어리,0,견고라스
12412,물기,악,60,견고라스
12413,드래곤테일,드래곤,60,견고라스
12414,짓밟기,노말,65,견고라스
12415,스톤샤워,바위,75,견고라스
12416,깨물어부수기,악,80,견고라스
12417,드래곤크루,드래곤,80,견고라스
12418,난동부리기,노말,120,견고라스
12419,지진,땅,100,견고라스
12420,뿔드릴,노말,0,견고라스
12421,기가임팩트,노말,150,견고라스
12422,양날박치기,바위,150,견고라스
12423,눈싸라기,얼음,40,아마루스
12424,울음소리,노말,0,아마루스
12425,앵콜,노말,0,아마루스
12426,원시의힘,바위,60,아마루스
12427,얼다바람,얼음,55,아마루스
12428,돌림노래,노말,60,아마루스
12429,흰안개,얼음,0,아마루스
12430,오로라빔,얼음,65,아마루스
12431,전기자석파,전기,0,아마루스
12432,자연의힘,노말,0,아마루스
12433,프리즈드라이,얼음,70,아마루스
12434,냉동빔,얼음,90,아마루스
12435,빛의장막,에스퍼,0,아마루스
12436,싸라기눈,얼음,0,아마루스
12437,눈보라,얼음,110,아마루스
12438,파괴광선,노말,150,아마루스
12439,눈싸라기,얼음,40,아마루르가
12440,울음소리,노말,0,아마루르가
12441,앵콜,노말,0,아마루르가
12442,원시의힘,바위,60,아마루르가
12443,얼다바람,얼음,55,아마루르가
12444,돌림노래,노말,60,아마루르가
12445,흰안개,얼음,0,아마루르가
12446,오로라빔,얼음,65,아마루르가
12447,전기자석파,전기,0,아마루르가
12448,자연의힘,노말,0,아마루르가
12449,프리즈드라이,얼음,70,아마루르가
12450,냉동빔,얼음,90,아마루르가
12451,빛의장막,에스퍼,0,아마루르가
12452,싸라기눈,얼음,0,아마루르가
12453,눈보라,얼음,110,아마루르가
12454,파괴광선,노말,150,아마루르가
12455,탐내기,노말,60,님피아
12456,애교,부리며,다가가,님피아
12457,물기,악,60,님피아
12458,뾰족한,이빨로,공격한다.,님피아
12459,흉내쟁이,노말,0,님피아
12460,나온,기술을,내어,님피아
12461,배턴터치,노말,0,님피아
12462,포켓몬과,바뀐다.,변화는,님피아
12463,돌진,노말,90,님피아
12464,기세로,상대에게,공격한다.,님피아
12465,애교부리기,페어리,0,님피아
12466,바라보고,방심을,상대의,님피아
12467,이판사판태클,노말,120,님피아
12468,걸고,상대에게,공격을,님피아
12469,도우미,노말,0,님피아
12470,돕는다.,도움받은,쓰는,님피아
12471,몸통박치기,노말,40,님피아
12472,향해서,몸,부딪쳐가며,님피아
12473,울음소리,노말,0,님피아
12474,울음소리를,들려주고,끌어,님피아
12475,꼬리흔들기,노말,0,님피아
12476,좌우로,귀엽게,방심을,님피아
12477,차밍보이스,페어리,40,님피아
12478,울음소리를,내어,정신적,님피아
12479,모래뿌리기,땅,0,님피아
12480,얼굴에,모래를,명중률을,님피아
12481,전광석화,노말,40,님피아
12482,보이지,않는,속도로,님피아
12483,초롱초롱눈동자,페어리,0,님피아
12484,눈동자로,상대를,공격을,님피아
12485,스피드스타,노말,60,님피아
12486,모양의,빛을,상대를,님피아
12487,빛의장막,에스퍼,0,님피아
12488,동안,이상한,쳐서,님피아
12489,드레인키스,페어리,50,님피아
12490,상대의,HP를,준,님피아
12491,미스트필드,페어리,0,님피아
12492,동안,땅에,상태,님피아
12493,스킬스왑,에스퍼,0,님피아
12494,자신의,특성과,특성을,님피아
12495,자기암시,노말,0,님피아
12496,암시를,걸어서,변화,님피아
12497,문포스,페어리,95,님피아
12498,파워를,빌려서,공격한다.,님피아
12499,비장의무기,노말,140,님피아
12500,중에,기억하고,기술을,님피아
12501,몸통박치기,노말,40,루차불
12502,손톱갈기,악,0,루차불
12503,날개치기,비행,60,루차불
12504,판별,격투,0,루차불
12505,제비반환,비행,60,루차불
12506,앙코르,노말,0,루차불
12507,깃털댄스,비행,0,루차불
12508,깨트리기,격투,75,루차불
12509,뛰어오르기,비행,85,루차불
12510,도발,악,0,루차불
12511,날개쉬기,비행,0,루차불
12512,칼춤,노말,0,루차불
12513,플라잉프레스,격투,100,루차불
12514,무릎차기,격투,130,루차불
12515,죽기살기,노말,0,루차불
12516,불새,비행,140,루차불
12517,볼부비부비,전기,20,데덴네
12518,꼬리흔들기,노말,0,데덴네
12519,몸통박치기,노말,40,데덴네
12520,충전,전기,0,데덴네
12521,전기쇼크,전기,40,데덴네
12522,애교부리기,페어리,0,데덴네
12523,파라볼라차지,전기,65,데덴네
12524,볼트체인지,전기,70,데덴네
12525,잠자기,에스퍼,0,데덴네
12526,코골기,노말,50,데덴네
12527,방전,전기,80,데덴네
12528,치근거리기,페어리,90,데덴네
12529,분노의앞니,노말,0,데덴네
12530,동료만들기,노말,0,데덴네
12531,번개,전기,110,데덴네
12532,몸통박치기,노말,40,멜리시
12533,단단해지기,노말,0,멜리시
12534,가드셰어,에스퍼,0,멜리시
12535,떨어뜨리기,바위,50,멜리시
12536,바둥바둥,노말,0,멜리시
12537,원시의힘,바위,60,멜리시
12538,록커트,바위,0,멜리시
12539,빛의장막,에스퍼,0,멜리시
12540,스톤샤워,바위,75,멜리시
12541,스킬스왑,에스퍼,0,멜리시
12542,파워젬,바위,80,멜리시
12543,스텔스록,바위,0,멜리시
12544,문포스,페어리,95,멜리시
12545,스톤에지,바위,100,멜리시
12546,흡수,풀,20,미끄메라
12547,흡수하여,공격한다.,입힌,미끄메라
12548,몸통박치기,노말,40,미끄메라
12549,향해서,몸,부딪쳐가며,미끄메라
12550,물대포,물,40,미끄메라
12551,기세,좋게,발사하여,미끄메라
12552,용의숨결,드래곤,60,미끄메라
12553,숨결을,상대에게,공격한다.,미끄메라
12554,방어,노말,0,미끄메라
12555,공격을,전혀,않는다.,미끄메라
12556,바둥바둥,노말,0,미끄메라
12557,난동,부려서,자신의,미끄메라
12558,물의파동,물,60,미끄메라
12559,진동을,상대에게,공격한다.,미끄메라
12560,비바라기,물,0,미끄메라
12561,동안,비를,해서,미끄메라
12562,용의파동,드래곤,85,미끄메라
12563,입으로,충격파를,상대를,미끄메라
12564,저주,고스트,0,미끄메라
12565,쓰는,포켓몬이,때와,미끄메라
12566,누르기,노말,85,미끄메라
12567,전체로,상대를,공격한다.,미끄메라
12568,탁류,물,90,미끄메라
12569,물을,상대에게,공격한다.,미끄메라
12570,녹기,독,0,미끄네일
12571,변화로,액체가,자신의,미끄네일
12572,흡수,풀,20,미끄네일
12573,흡수하여,공격한다.,입힌,미끄네일
12574,몸통박치기,노말,40,미끄네일
12575,향해서,몸,부딪쳐가며,미끄네일
12576,물대포,물,40,미끄네일
12577,기세,좋게,발사하여,미끄네일
12578,용의숨결,드래곤,60,미끄네일
12579,숨결을,상대에게,공격한다.,미끄네일
12580,애시드봄,독,40,미끄네일
12581,녹이는,액체를,공격한다.,미끄네일
12582,방어,노말,0,미끄네일
12583,공격을,전혀,않는다.,미끄네일
12584,바둥바둥,노말,0,미끄네일
12585,난동,부려서,자신의,미끄네일
12586,물의파동,물,60,미끄네일
12587,진동을,상대에게,공격한다.,미끄네일
12588,비바라기,물,0,미끄네일
12589,동안,비를,해서,미끄네일
12590,용의파동,드래곤,85,미끄네일
12591,입으로,충격파를,상대를,미끄네일
12592,저주,고스트,0,미끄네일
12593,쓰는,포켓몬이,때와,미끄네일
12594,누르기,노말,85,미끄네일
12595,전체로,상대를,공격한다.,미끄네일
12596,탁류,물,90,미끄네일
12597,물을,상대에게,공격한다.,미끄네일
12598,애시드봄,독,40,미끄래곤
12599,녹이는,액체를,공격한다.,미끄래곤
12600,포이즌테일,독,50,미끄래곤
12601,때린다.,독,만들,미끄래곤
12602,눈물그렁그렁,노말,0,미끄래곤
12603,그렁그렁거려,상대의,상실하게,미끄래곤
12604,페인트,노말,30,미끄래곤
12605,판별,등을,있는,미끄래곤
12606,흡수,풀,20,미끄래곤
12607,흡수하여,공격한다.,입힌,미끄래곤
12608,몸통박치기,노말,40,미끄래곤
12609,향해서,몸,부딪쳐가며,미끄래곤
12610,물대포,물,40,미끄래곤
12611,기세,좋게,발사하여,미끄래곤
12612,용의숨결,드래곤,60,미끄래곤
12613,숨결을,상대에게,공격한다.,미끄래곤
12614,아쿠아테일,물,90,미끄래곤
12615,날뛰는,거친,같이,미끄래곤
12616,방어,노말,0,미끄래곤
12617,공격을,전혀,않는다.,미끄래곤
12618,바둥바둥,노말,0,미끄래곤
12619,난동,부려서,자신의,미끄래곤
12620,물의파동,물,60,미끄래곤
12621,진동을,상대에게,공격한다.,미끄래곤
12622,비바라기,물,0,미끄래곤
12623,동안,비를,해서,미끄래곤
12624,용의파동,드래곤,85,미끄래곤
12625,입으로,충격파를,상대를,미끄래곤
12626,저주,고스트,0,미끄래곤
12627,쓰는,포켓몬이,때와,미끄래곤
12628,누르기,노말,85,미끄래곤
12629,전체로,상대를,공격한다.,미끄래곤
12630,탁류,물,90,미끄래곤
12631,물을,상대에게,공격한다.,미끄래곤
12632,파워휩,풀,120,미끄래곤
12633,촉수를,세차게,상대를,미끄래곤
12634,놀래키기,고스트,30,클레피
12635,몸통박치기,노말,40,클레피
12636,요정의바람,페어리,40,클레피
12637,트집,악,0,클레피
12638,페어리록,페어리,0,클레피
12639,금속음,강철,0,클레피
12640,드레인키스,페어리,50,클레피
12641,리사이클,노말,0,클레피
12642,봉인,에스퍼,0,클레피
12643,러스터캐논,강철,80,클레피
12644,치근거리기,페어리,90,클레피
12645,매직룸,에스퍼,0,클레피
12646,속임수,악,95,클레피
12647,비장의무기,노말,140,클레피
12648,놀래키기,고스트,30,나목령
12649,몸통박치기,노말,40,나목령
12650,가지찌르기,풀,40,나목령
12651,씨뿌리기,풀,0,나목령
12652,이상한빛,고스트,0,나목령
12653,도깨비불,불꽃,0,나목령
12654,병상첨병,고스트,65,나목령
12655,성장,노말,0,나목령
12656,우드혼,풀,75,나목령
12657,저주,고스트,0,나목령
12658,고스트다이브,고스트,90,나목령
12659,뿌리박기,풀,0,나목령
12660,우드해머,풀,120,나목령
12661,길동무,고스트,0,나목령
12662,숲의저주,풀,0,나목령
12663,놀래키기,고스트,30,대로트
12664,몸통박치기,노말,40,대로트
12665,가지찌르기,풀,40,대로트
12666,씨뿌리기,풀,0,대로트
12667,섀도클로,고스트,70,대로트
12668,이상한빛,고스트,0,대로트
12669,도깨비불,불꽃,0,대로트
12670,병상첨병,고스트,65,대로트
12671,성장,노말,0,대로트
12672,우드혼,풀,75,대로트
12673,저주,고스트,0,대로트
12674,고스트다이브,고스트,90,대로트
12675,뿌리박기,풀,0,대로트
12676,우드해머,풀,120,대로트
12677,길동무,고스트,0,대로트
12678,숲의저주,풀,0,대로트
12679,핼러윈,고스트,0,호바귀
12680,놀래키기,고스트,30,호바귀
12681,야습,고스트,40,호바귀
12682,이상한빛,고스트,0,호바귀
12683,핼러윈,고스트,0,호바귀
12684,잎날가르기,풀,55,호바귀
12685,씨뿌리기,풀,0,호바귀
12686,기관총,풀,25,호바귀
12687,핼러윈,고스트,0,호바귀
12688,겁나는얼굴,노말,0,호바귀
12689,고민씨,풀,0,호바귀
12690,씨폭탄,풀,80,호바귀
12691,핼러윈,고스트,0,호바귀
12692,섀도볼,고스트,80,호바귀
12693,트릭,에스퍼,0,호바귀
12694,아픔나누기,노말,0,호바귀
12695,대폭발,노말,250,펌킨인
12696,문포스,페어리,95,펌킨인
12697,핼러윈,고스트,0,펌킨인
12698,놀래키기,고스트,30,펌킨인
12699,야습,고스트,40,펌킨인
12700,이상한빛,고스트,0,펌킨인
12701,핼러윈,고스트,0,펌킨인
12702,잎날가르기,풀,55,펌킨인
12703,씨뿌리기,풀,0,펌킨인
12704,기관총,풀,25,펌킨인
12705,핼러윈,고스트,0,펌킨인
12706,겁나는얼굴,노말,0,펌킨인
12707,고민씨,풀,0,펌킨인
12708,씨폭탄,풀,80,펌킨인
12709,핼러윈,고스트,0,펌킨인
12710,섀도볼,고스트,80,펌킨인
12711,트릭,에스퍼,0,펌킨인
12712,아픔나누기,노말,0,펌킨인
12713,고스트다이브,고스트,90,펌킨인
12714,고속스핀,노말,50,꽁어름
12715,단단해지기,노말,0,꽁어름
12716,몸통박치기,노말,40,꽁어름
12717,눈싸라기,얼음,40,꽁어름
12718,저주,고스트,0,꽁어름
12719,얼어붙은바람,얼음,55,꽁어름
12720,방어,노말,0,꽁어름
12721,눈사태,얼음,60,꽁어름
12722,물기,악,60,꽁어름
12723,얼음엄니,얼음,65,꽁어름
12724,철벽,강철,0,꽁어름
12725,HP회복,노말,0,꽁어름
12726,깨물어부수기,악,80,꽁어름
12727,돌진,노말,90,꽁어름
12728,눈보라,얼음,110,꽁어름
12729,이판사판태클,노말,120,꽁어름
12730,와이드가드,바위,0,크레베이스
12731,고속스핀,노말,50,크레베이스
12732,단단해지기,노말,0,크레베이스
12733,몸통박치기,노말,40,크레베이스
12734,눈싸라기,얼음,40,크레베이스
12735,누르기,노말,85,크레베이스
12736,저주,고스트,0,크레베이스
12737,얼어붙은바람,얼음,55,크레베이스
12738,방어,노말,0,크레베이스
12739,눈사태,얼음,60,크레베이스
12740,물기,악,60,크레베이스
12741,얼음엄니,얼음,65,크레베이스
12742,철벽,강철,0,크레베이스
12743,HP회복,노말,0,크레베이스
12744,깨물어부수기,악,80,크레베이스
12745,돌진,노말,90,크레베이스
12746,눈보라,얼음,110,크레베이스
