,스킬이름,타입,위력,포켓몬
8342,뽐내기,노말,0,곤율거니
8343,깨물어부수기,악,80,곤율거니
8344,무릎차기,격투,130,곤율거니
8345,힘껏펀치,격투,150,곤율거니
8346,양날박치기,바위,150,곤율거니
8347,바람일으키기,비행,40,심보러
8348,염동력,에스퍼,50,심보러
8349,중력,에스퍼,0,심보러
8350,최면술,에스퍼,0,심보러
8351,에어컷터,비행,60,심보러
8352,환상빔,에스퍼,65,심보러
8353,날려버리기,노말,0,심보러
8354,코스믹파워,에스퍼,0,심보러
8355,에어슬래시,비행,75,심보러
8356,사이코키네시스,에스퍼,90,심보러
8357,순풍,비행,0,심보러
8358,빛의장막,에스퍼,0,심보러
8359,리플렉터,에스퍼,0,심보러
8360,불새,비행,140,심보러
8361,스킬스웹,에스퍼,0,심보러
8362,놀래키기,고스트,30,데스마스
8363,방어,노말,0,데스마스
8364,흑안개,얼음,0,데스마스
8365,나이트헤드,고스트,0,데스마스
8366,사슬묶기,노말,0,데스마스
8367,도깨비불,불꽃,0,데스마스
8368,트릭가드,페어리,0,데스마스
8369,병상첨병,고스트,65,데스마스
8370,검은눈빛,노말,0,데스마스
8371,원념,고스트,0,데스마스
8372,저주,고스트,0,데스마스
8373,섀도볼,고스트,80,데스마스
8374,악의파동,악,80,데스마스
8375,파워셰어,에스퍼,0,데스마스
8376,가드셰어,에스퍼,0,데스마스
8377,길동무,고스트,0,데스마스
8378,섀도크루,고스트,70,데스니칸
8379,겁나는얼굴,노말,0,데스니칸
8380,놀래키기,고스트,30,데스니칸
8381,방어,노말,0,데스니칸
8382,흑안개,얼음,0,데스니칸
8383,나이트헤드,고스트,0,데스니칸
8384,사슬묶기,노말,0,데스니칸
8385,도깨비불,불꽃,0,데스니칸
8386,트릭가드,페어리,0,데스니칸
8387,병상첨병,고스트,65,데스니칸
8388,검은눈빛,노말,0,데스니칸
8389,원념,고스트,0,데스니칸
8390,저주,고스트,0,데스니칸
8391,섀도볼,고스트,80,데스니칸
8392,악의파동,악,80,데스니칸
8393,파워셰어,에스퍼,0,데스니칸
8394,가드셰어,에스퍼,0,데스니칸
8395,길동무,고스트,0,데스니칸
8396,물대포,물,40,프로토가
8397,껍질에숨기,물,0,프로토가
8398,방어,노말,0,프로토가
8399,아쿠아제트,물,40,프로토가
8400,떨어뜨리기,바위,50,프로토가
8401,원시의힘,바위,60,프로토가
8402,물기,악,60,프로토가
8403,와이드가드,바위,0,프로토가
8404,소금물,물,65,프로토가
8405,스톤샤워,바위,75,프로토가
8406,깨물어부수기,악,80,프로토가
8407,저주,고스트,0,프로토가
8408,철벽,강철,0,프로토가
8409,아쿠아테일,물,90,프로토가
8410,비바라기,물,0,프로토가
8411,하이드로펌프,물,110,프로토가
8412,껍질깨기,노말,0,프로토가
8413,물대포,물,40,늑골라
8414,껍질에숨기,물,0,늑골라
8415,방어,노말,0,늑골라
8416,아쿠아제트,물,40,늑골라
8417,떨어뜨리기,바위,50,늑골라
8418,원시의힘,바위,60,늑골라
8419,물기,악,60,늑골라
8420,와이드가드,바위,0,늑골라
8421,소금물,물,65,늑골라
8422,스톤샤워,바위,75,늑골라
8423,깨물어부수기,악,80,늑골라
8424,저주,고스트,0,늑골라
8425,철벽,강철,0,늑골라
8426,아쿠아테일,물,90,늑골라
8427,비바라기,물,0,늑골라
8428,하이드로펌프,물,110,늑골라
8429,껍질깨기,노말,0,늑골라
8430,전광석화,노말,40,아켄
8431,째려보기,노말,0,아켄
8432,돌떨구기,바위,50,아켄
8433,날개치기,비행,60,아켄
8434,용의숨결,드래곤,60,아켄
8435,원시의힘,바위,60,아켄
8436,쪼아대기,비행,60,아켄
8437,퍼스트가드,격투,0,아켄
8438,유턴,벌레,70,아켄
8439,스톤샤워,바위,75,아켄
8440,겁나는얼굴,노말,0,아켄
8441,깨물어부수기,악,80,아켄
8442,고속이동,에스퍼,0,아켄
8443,순풍,비행,0,아켄
8444,드래곤크루,드래곤,80,아켄
8445,난동부리기,노말,120,아켄
8446,죽기살기,노말,0,아켄
8447,전광석화,노말,40,아케오스
8448,째려보기,노말,0,아케오스
8449,돌떨구기,바위,50,아케오스
8450,날개치기,비행,60,아케오스
8451,용의숨결,드래곤,60,아케오스
8452,원시의힘,바위,60,아케오스
8453,쪼아대기,비행,60,아케오스
8454,퍼스트가드,격투,0,아케오스
8455,유턴,벌레,70,아케오스
8456,스톤샤워,바위,75,아케오스
8457,겁나는얼굴,노말,0,아케오스
8458,깨물어부수기,악,80,아케오스
8459,고속이동,에스퍼,0,아케오스
8460,순풍,비행,0,아케오스
8461,드래곤크루,드래곤,80,아케오스
8462,난동부리기,노말,120,아케오스
8463,죽기살기,노말,0,아케오스
8464,막치기,노말,40,깨봉이
8465,독가스,독,0,깨봉이
8466,리사이클,노말,0,깨봉이
8467,애시드봄,독,40,깨봉이
8468,망각술,에스퍼,0,깨봉이
8469,클리어스모그,독,50,깨봉이
8470,독압정,독,0,깨봉이
8471,오물공격,독,65,깨봉이
8472,비축하기,노말,0,깨봉이
8473,꿀꺽,노말,0,깨봉이
8474,돌진,노말,90,깨봉이
8475,오물폭탄,독,90,깨봉이
8476,맹독,독,0,깨봉이
8477,트림,독,120,깨봉이
8478,아픔나누기,노말,0,깨봉이
8479,더스트슈트,독,120,깨봉이
8480,대폭발,노말,250,깨봉이
8481,막치기,노말,40,더스트나
8482,돌진,노말,90,더스트나
8483,메탈크로우,강철,50,더스트나
8484,독가스,독,0,더스트나
8485,리사이클,노말,0,더스트나
8486,애시드봄,독,40,더스트나
8487,망각술,에스퍼,0,더스트나
8488,클리어스모그,독,50,더스트나
8489,독압정,독,0,더스트나
8490,오물공격,독,65,더스트나
8491,비축하기,노말,0,더스트나
8492,꿀꺽,노말,0,더스트나
8493,누르기,노말,85,더스트나
8494,오물폭탄,독,90,더스트나
8495,맹독,독,0,더스트나
8496,트림,독,120,더스트나
8497,아픔나누기,노말,0,더스트나
8498,더스트슈트,독,120,더스트나
8499,대폭발,노말,250,더스트나
8500,할퀴기,노말,40,조로아
8501,째려보기,노말,0,조로아
8502,트집,악,0,조로아
8503,손톱갈기,악,0,조로아
8504,마구할퀴기,노말,18,조로아
8505,겁나는얼굴,노말,0,조로아
8506,도발,악,0,조로아
8507,탁쳐서떨구기,악,65,조로아
8508,거짓울음,악,0,조로아
8509,고속이동,에스퍼,0,조로아
8510,봉인,에스퍼,0,조로아
8511,나이트버스트,악,85,조로아
8512,나쁜음모,악,0,조로아
8513,속임수,악,95,조로아
8514,유턴,벌레,70,조로아크
8515,할퀴기,노말,40,조로아크
8516,째려보기,노말,0,조로아크
8517,트집,악,0,조로아크
8518,손톱갈기,악,0,조로아크
8519,깜짝베기,악,70,조로아크
8520,마구할퀴기,노말,18,조로아크
8521,겁나는얼굴,노말,0,조로아크
8522,도발,악,0,조로아크
8523,탁쳐서떨구기,악,65,조로아크
8524,거짓울음,악,0,조로아크
8525,고속이동,에스퍼,0,조로아크
8526,봉인,에스퍼,0,조로아크
8527,나이트버스트,악,85,조로아크
8528,나쁜음모,악,0,조로아크
8529,속임수,악,95,조로아크
8530,막치기,노말,40,치라미
8531,초롱초롱눈동자,페어리,0,치라미
8532,도우미,노말,0,치라미
8533,에코보이스,노말,40,치라미
8534,노래하기,노말,0,치라미
8535,애교부리기,페어리,0,치라미
8536,스피드스타,노말,60,치라미
8537,앙코르,노말,0,치라미
8538,당신먼저,노말,0,치라미
8539,스위프뺨치기,노말,25,치라미
8540,간지르기,노말,0,치라미
8541,힘껏치기,노말,80,치라미
8542,하이퍼보이스,노말,90,치라미
8543,비장의무기,노말,140,치라미
8544,씨기관총,풀,25,치라치노
8545,노래하기,노말,0,치라치노
8546,애교부리기,페어리,0,치라치노
8547,막치기,노말,40,치라치노
8548,록블라스트,바위,25,치라치노
8549,스피드스타,노말,60,치라치노
8550,앙코르,노말,0,치라치노
8551,당신먼저,노말,0,치라치노
8552,간지르기,노말,0,치라치노
8553,힘껏치기,노말,80,치라치노
8554,하이퍼보이스,노말,90,치라치노
8555,비장의무기,노말,140,치라치노
8556,초롱초롱눈동자,페어리,0,치라치노
8557,도우미,노말,0,치라치노
8558,에코보이스,노말,40,치라치노
8559,스위프뺨치기,노말,25,치라치노
8560,막치기,노말,40,고디탱
8561,염동력,에스퍼,50,고디탱
8562,친해지기,노말,0,고디탱
8563,간지르기,노말,0,고디탱
8564,환상빔,에스퍼,65,고디탱
8565,애교부리기,페어리,0,고디탱
8566,사이코쇼크,에스퍼,80,고디탱
8567,최면술,에스퍼,0,고디탱
8568,거짓울음,악,0,고디탱
8569,자기암시,노말,0,고디탱
8570,사이코키네시스,에스퍼,90,고디탱
8571,부추기기,악,0,고디탱
8572,미래예지,에스퍼,120,고디탱
8573,매직룸,에스퍼,0,고디탱
8574,막치기,노말,40,고디보미
8575,염동력,에스퍼,50,고디보미
8576,친해지기,노말,0,고디보미
8577,간지르기,노말,0,고디보미
8578,환상빔,에스퍼,65,고디보미
8579,애교부리기,페어리,0,고디보미
8580,사이코쇼크,에스퍼,80,고디보미
8581,최면술,에스퍼,0,고디보미
8582,거짓울음,악,0,고디보미
8583,자기암시,노말,0,고디보미
8584,부추기기,악,0,고디보미
8585,미래예지,에스퍼,120,고디보미
8586,매직룸,에스퍼,0,고디보미
8587,막치기,노말,40,고디모아젤
8588,염동력,에스퍼,50,고디모아젤
8589,간지르기,노말,0,고디모아젤
8590,친해지기,노말,0,고디모아젤
8591,환상빔,에스퍼,65,고디모아젤
8592,애교부리기,페어리,0,고디모아젤
8593,사이코쇼크,에스퍼,80,고디모아젤
8594,최면술,에스퍼,0,고디모아젤
8595,거짓울음,악,0,고디모아젤
8596,자기암시,노말,0,고디모아젤
8597,사이코키네시스,에스퍼,90,고디모아젤
8598,부추기기,악,0,고디모아젤
8599,미래예지,에스퍼,120,고디모아젤
8600,매직룸,에스퍼,0,고디모아젤
8601,방어,노말,0,유니란
8602,염동력,에스퍼,50,유니란
8603,HP회복,노말,0,유니란
8604,죽기살기,노말,0,유니란
8605,환상빔,에스퍼,65,유니란
8606,애교부리기,페어리,0,유니란
8607,사이코쇼크,에스퍼,80,유니란
8608,빛의장막,에스퍼,0,유니란
8609,리플렉터,에스퍼,0,유니란
8610,사이드체인지,에스퍼,0,유니란
8611,아픔나누기,노말,0,유니란
8612,사이코키네시스,에스퍼,90,유니란
8613,스킬스왑,에스퍼,0,유니란
8614,미래예지,에스퍼,120,유니란
8615,원더룸,에스퍼,0,유니란
8616,방어,노말,0,듀란
8617,염동력,에스퍼,50,듀란
8618,HP회복,노말,0,듀란
8619,죽기살기,노말,0,듀란
8620,환상빔,에스퍼,65,듀란
8621,애교부리기,페어리,0,듀란
8622,사이코쇼크,에스퍼,80,듀란
8623,빛의장막,에스퍼,0,듀란
8624,리플렉터,에스퍼,0,듀란
8625,사이드체인지,에스퍼,0,듀란
8626,아픔나누기,노말,0,듀란
8627,사이코키네시스,에스퍼,90,듀란
8628,스킬스왑,에스퍼,0,듀란
8629,미래예지,에스퍼,120,듀란
8630,원더룸,에스퍼,0,듀란
8631,염동력,에스퍼,50,란쿨루스
8632,HP회복,노말,0,란쿨루스
8633,방어,노말,0,란쿨루스
8634,죽기살기,노말,0,란쿨루스
8635,암해머,격투,100,란쿨루스
8636,환상빔,에스퍼,65,란쿨루스
8637,애교부리기,페어리,0,란쿨루스
8638,사이코쇼크,에스퍼,80,란쿨루스
8639,빛의장막,에스퍼,0,란쿨루스
8640,리플렉터,에스퍼,0,란쿨루스
8641,사이드체인지,에스퍼,0,란쿨루스
8642,아픔나누기,노말,0,란쿨루스
8643,사이코키네시스,에스퍼,90,란쿨루스
8644,스킬스왑,에스퍼,0,란쿨루스
8645,미래예지,에스퍼,120,란쿨루스
8646,원더룸,에스퍼,0,란쿨루스
8647,물대포,물,40,꼬지보리
8648,안개제거,비행,0,꼬지보리
8649,날개치기,비행,60,꼬지보리
8650,물의파동,물,60,꼬지보리
8651,제비반환,비행,60,꼬지보리
8652,거품광선,물,65,꼬지보리
8653,깃털댄스,비행,0,꼬지보리
8654,아쿠아링,물,0,꼬지보리
8655,에어슬래시,비행,75,꼬지보리
8656,날개쉬기,비행,0,꼬지보리
8657,비바라기,물,0,꼬지보리
8658,순풍,비행,0,꼬지보리
8659,브레이브버드,비행,120,꼬지보리
8660,폭풍,비행,110,꼬지보리
8661,날개치기,비행,60,스완나
8662,물대포,물,40,스완나
8663,안개제거,비행,0,스완나
8664,물의파동,물,60,스완나
8665,제비반환,비행,60,스완나
8666,거품광선,물,65,스완나
8667,깃털댄스,비행,0,스완나
8668,아쿠아링,물,0,스완나
8669,에어슬래시,비행,75,스완나
8670,날개쉬기,비행,0,스완나
8671,비바라기,물,0,스완나
8672,순풍,비행,0,스완나
8673,브레이브버드,비행,120,스완나
8674,폭풍,비행,110,스완나
8675,놀래키기,고스트,30,바닐프티
8676,단단해지기,노말,0,바닐프티
8677,도발,악,0,바닐프티
8678,흰안개,얼음,0,바닐프티
8679,얼다바람,얼음,55,바닐프티
8680,눈사태,얼음,60,바닐프티
8681,싸라기눈,얼음,0,바닐프티
8682,고드름침,얼음,25,바닐프티
8683,소란피기,노말,90,바닐프티
8684,녹기,독,0,바닐프티
8685,미러코트,에스퍼,0,바닐프티
8686,냉동빔,얼음,90,바닐프티
8687,눈보라,얼음,110,바닐프티
8688,절대영도,얼음,0,바닐프티
8689,놀래키기,고스트,30,바닐리치
8690,단단해지기,노말,0,바닐리치
8691,도발,악,0,바닐리치
8692,흰안개,얼음,0,바닐리치
8693,얼다바람,얼음,55,바닐리치
8694,눈사태,얼음,60,바닐리치
8695,싸라기눈,얼음,0,바닐리치
8696,고드름침,얼음,25,바닐리치
8697,소란피기,노말,90,바닐리치
8698,녹기,독,0,바닐리치
8699,미러코트,에스퍼,0,바닐리치
8700,냉동빔,얼음,90,바닐리치
8701,눈보라,얼음,110,바닐리치
8702,절대영도,얼음,0,바닐리치
8703,웨더볼,노말,50,배바닐라
8704,고드름떨구기,얼음,85,배바닐라
8705,프리즈드라이,얼음,70,배바닐라
8706,놀래키기,고스트,30,배바닐라
8707,단단해지기,노말,0,배바닐라
8708,도발,악,0,배바닐라
8709,흰안개,얼음,0,배바닐라
8710,얼다바람,얼음,55,배바닐라
8711,눈사태,얼음,60,배바닐라
8712,싸라기눈,얼음,0,배바닐라
8713,고드름침,얼음,25,배바닐라
8714,소란피기,노말,90,배바닐라
8715,녹기,독,0,배바닐라
8716,미러코트,에스퍼,0,배바닐라
8717,냉동빔,얼음,90,배바닐라
8718,눈보라,얼음,110,배바닐라
8719,절대영도,얼음,0,배바닐라
8720,몸통박치기,노말,40,사철록
8721,울음소리,노말,0,사철록
8722,모래뿌리기,땅,0,사철록
8723,두번차기,격투,30,사철록
8724,씨뿌리기,풀,0,사철록
8725,씨기관총,풀,25,사철록
8726,돌진,노말,90,사철록
8727,사념의박치기,에스퍼,80,사철록
8728,에너지볼,풀,90,사철록
8729,애교부리기,페어리,0,사철록
8730,이판사판태클,노말,120,사철록
8731,솔라빔,풀,120,사철록
8732,메가혼,벌레,120,바라철록
8733,몸통박치기,노말,40,바라철록
8734,울음소리,노말,0,바라철록
8735,모래뿌리기,땅,0,바라철록
8736,우드혼,풀,75,바라철록
8737,두번차기,격투,30,바라철록
8738,씨뿌리기,풀,0,바라철록
8739,씨기관총,풀,25,바라철록
8740,돌진,노말,90,바라철록
8741,사념의박치기,에스퍼,80,바라철록
8742,에너지볼,풀,90,바라철록
8743,애교부리기,페어리,0,바라철록
8744,이판사판태클,노말,120,바라철록
8745,솔라빔,풀,120,바라철록
8746,볼부비부비,전기,20,에몽가
8747,꼬리흔들기,노말,0,에몽가
8748,그림자분신,노말,0,에몽가
8749,전광석화,노말,40,에몽가
8750,전기쇼크,전기,40,에몽가
8751,충전,전기,0,에몽가
8752,애크러뱃,비행,55,에몽가
8753,스파크,전기,65,에몽가
8754,앵콜,노말,0,에몽가
8755,볼트체인지,전기,70,에몽가
8756,빛의장막,에스퍼,0,에몽가
8757,방전,전기,80,에몽가
8758,고속이동,에스퍼,0,에몽가
8759,쪼기,비행,35,딱정곤
8760,째려보기,노말,0,딱정곤
8761,연속자르기,벌레,40,딱정곤
8762,버티기,노말,0,딱정곤
8763,칼등치기,노말,40,딱정곤
8764,애시드봄,독,40,딱정곤
8765,박치기,노말,70,딱정곤
8766,바둥바둥,노말,0,딱정곤
8767,겁나는얼굴,노말,0,딱정곤
8768,시저크로스,벌레,80,딱정곤
8769,칼춤,노말,0,딱정곤
8770,돌진,노말,90,딱정곤
8771,벌레의야단법석,벌레,90,딱정곤
8772,이판사판태클,노말,120,딱정곤
8773,마지막일침,벌레,50,슈바르고
8774,버티기,노말,0,슈바르고
8775,바둥바둥,노말,0,슈바르고
8776,겁나는얼굴,노말,0,슈바르고
8777,돌진,노말,90,슈바르고
8778,이판사판태클,노말,120,슈바르고
8779,쪼기,비행,35,슈바르고
8780,째려보기,노말,0,슈바르고
8781,연속자르기,벌레,40,슈바르고
8782,퍼스트가드,격투,0,슈바르고
8783,칼등치기,노말,40,슈바르고
8784,애시드봄,독,40,슈바르고
8785,박치기,노말,70,슈바르고
8786,기사회생,격투,0,슈바르고
8787,철벽,강철,0,슈바르고
8788,시저크로스,벌레,80,슈바르고
8789,칼춤,노말,0,슈바르고
8790,아이언헤드,강철,80,슈바르고
8791,벌레의야단법석,벌레,90,슈바르고
8792,기가임팩트,노말,150,슈바르고
8793,메탈버스트,강철,0,슈바르고
8794,흡수,풀,20,깜놀버슬
8795,놀래키기,고스트,30,깜놀버슬
8796,성장,노말,0,깜놀버슬
8797,저리가루,풀,0,깜놀버슬
8798,메가드레인,풀,40,깜놀버슬
8799,광합성,풀,0,깜놀버슬
8800,클리어스모그,독,50,깜놀버슬
8801,달콤한향기,노말,0,깜놀버슬
8802,기가드레인,풀,75,깜놀버슬
8803,뿌리박기,풀,0,깜놀버슬
8804,맹독,독,0,깜놀버슬
8805,분노가루,벌레,0,깜놀버슬
8806,솔라빔,풀,120,깜놀버슬
8807,버섯포자,풀,0,깜놀버슬
8808,흡수,풀,20,뽀록나
8809,놀래키기,고스트,30,뽀록나
8810,성장,노말,0,뽀록나
8811,저리가루,풀,0,뽀록나
8812,메가드레인,풀,40,뽀록나
8813,광합성,풀,0,뽀록나
8814,클리어스모그,독,50,뽀록나
8815,달콤한향기,노말,0,뽀록나
8816,기가드레인,풀,75,뽀록나
8817,뿌리박기,풀,0,뽀록나
8818,맹독,독,0,뽀록나
8819,분노가루,벌레,0,뽀록나
8820,솔라빔,풀,120,뽀록나
8821,버섯포자,풀,0,뽀록나
8822,흡수,풀,20,탱그릴
8823,물대포,물,40,탱그릴
8824,독침,독,15,탱그릴
8825,나이트헤드,고스트,0,탱그릴
8826,물의파동,물,60,탱그릴
8827,비바라기,물,0,탱그릴
8828,병상첨병,고스트,65,탱그릴
8829,소금물,물,65,탱그릴
8830,HP회복,노말,0,탱그릴
8831,섀도볼,고스트,80,탱그릴
8832,바다회오리,물,35,탱그릴
8833,하이드로펌프,물,110,탱그릴
8834,길동무,고스트,0,탱그릴
8835,해수스파우팅,물,150,탱그릴
8836,녹기,독,0,탱탱겔
8837,흡수,풀,20,탱탱겔
8838,물대포,물,40,탱탱겔
8839,독침,독,15,탱탱겔
8840,나이트헤드,고스트,0,탱탱겔
8841,물의파동,물,60,탱탱겔
8842,비바라기,물,0,탱탱겔
8843,병상첨병,고스트,65,탱탱겔
8844,소금물,물,65,탱탱겔
8845,HP회복,노말,0,탱탱겔
8846,섀도볼,고스트,80,탱탱겔
8847,바다회오리,물,35,탱탱겔
8848,하이드로펌프,물,110,탱탱겔
8849,길동무,고스트,0,탱탱겔
8850,해수스파우팅,물,150,탱탱겔
8851,친해지기,노말,0,맘복치
8852,막치기,노말,40,맘복치
8853,아쿠아링,물,0,맘복치
8854,아쿠아제트,물,40,맘복치
8855,도우미,노말,0,맘복치
8856,와이드가드,바위,0,맘복치
8857,방어,노말,0,맘복치
8858,물의파동,물,60,맘복치
8859,치유소원,에스퍼,0,맘복치
8860,물붓기,물,0,맘복치
8861,희망사항,노말,0,맘복치
8862,소금물,물,65,맘복치
8863,신비의부적,노말,0,맘복치
8864,바다회오리,물,35,맘복치
8865,하이드로펌프,물,110,맘복치
8866,흡수,풀,20,파쪼옥
8867,연속자르기,벌레,40,파쪼옥
8868,일렉트릭네트,전기,55,파쪼옥
8869,벌레먹기,벌레,60,파쪼옥
8870,실뿜기,벌레,0,파쪼옥
8871,전기자석파,전기,0,파쪼옥
8872,일렉트릭볼,전기,0,파쪼옥
8873,고속이동,에스퍼,0,파쪼옥
8874,기습,악,70,파쪼옥
8875,베어가르기,노말,70,파쪼옥
8876,방전,전기,80,파쪼옥
8877,싫은소리,노말,0,파쪼옥
8878,위액,독,0,파쪼옥
8879,벌레의야단법석,벌레,90,파쪼옥
8880,흡수,풀,20,전툴라
8881,연속자르기,벌레,40,전툴라
8882,일렉트릭네트,전기,55,전툴라
8883,벌레먹기,벌레,60,전툴라
8884,끈적끈적네트,벌레,0,전툴라
8885,실뿜기,벌레,0,전툴라
8886,전기자석파,전기,0,전툴라
8887,일렉트릭볼,전기,0,전툴라
8888,고속이동,에스퍼,0,전툴라
8889,기습,악,70,전툴라
8890,베어가르기,노말,70,전툴라
8891,방전,전기,80,전툴라
8892,싫은소리,노말,0,전툴라
8893,위액,독,0,전툴라
8894,벌레의야단법석,벌레,90,전툴라
8895,몸통박치기,노말,40,철시드
8896,단단해지기,노말,0,철시드
8897,메탈크로우,강철,50,철시드
8898,바늘미사일,벌레,25,철시드
8899,뿌리박기,풀,0,철시드
8900,러스터캐논,강철,80,철시드
8901,아이언헤드,강철,80,철시드
8902,자폭,노말,200,철시드
8903,철벽,강철,0,철시드
8904,저주,고스트,0,철시드
8905,자이로볼,강철,0,철시드
8906,대폭발,노말,250,철시드
8907,파워휩,풀,120,너트령
8908,파워휩,풀,120,너트령
8909,몸통박치기,노말,40,너트령
8910,단단해지기,노말,0,너트령
8911,메탈크로우,강철,50,너트령
8912,바늘미사일,벌레,25,너트령
8913,뿌리박기,풀,0,너트령
8914,러스터캐논,강철,80,너트령
8915,아이언헤드,강철,80,너트령
8916,자폭,노말,200,너트령
8917,철벽,강철,0,너트령
8918,저주,고스트,0,너트령
8919,자이로볼,강철,0,너트령
8920,대폭발,노말,250,너트령
8921,전기쇼크,전기,40,기어르
8922,찝기,노말,55,기어르
8923,조이기,노말,15,기어르
8924,충전,전기,0,기어르
8925,차지빔,전기,50,기어르
8926,금속음,강철,0,기어르
8927,바디퍼지,강철,0,기어르
8928,방전,전기,80,기어르
8929,싫은소리,노말,0,기어르
8930,기어소서,강철,50,기어르
8931,록온,노말,0,기어르
8932,기어체인지,강철,0,기어르
8933,전자포,전기,120,기어르
8934,파괴광선,노말,150,기어르
8935,전기쇼크,전기,40,기기어르
8936,찝기,노말,55,기기어르
8937,조이기,노말,15,기기어르
8938,충전,전기,0,기기어르
8939,차지빔,전기,50,기기어르
8940,금속음,강철,0,기기어르
8941,바디퍼지,강철,0,기기어르
8942,방전,전기,80,기기어르
8943,싫은소리,노말,0,기기어르
8944,기어소서,강철,50,기기어르
8945,록온,노말,0,기기어르
8946,기어체인지,강철,0,기기어르
8947,전자포,전기,120,기기어르
8948,파괴광선,노말,150,기기어르
8949,어시스트기어,강철,0,기기기어르
8950,자기장조작,전기,0,기기기어르
8951,전기쇼크,전기,40,기기기어르
8952,찝기,노말,55,기기기어르
8953,조이기,노말,15,기기기어르
8954,충전,전기,0,기기기어르
8955,차지빔,전기,50,기기기어르
8956,금속음,강철,0,기기기어르
8957,바디퍼지,강철,0,기기기어르
8958,방전,전기,80,기기기어르
8959,싫은소리,노말,0,기기기어르
8960,기어소서,강철,50,기기기어르
8961,록온,노말,0,기기기어르
8962,기어체인지,강철,0,기기기어르
8963,전자포,전기,120,기기기어르
8964,파괴광선,노말,150,기기기어르
8965,일렉트릭필드,전기,0,기기기어르
8966,몸통박치기,노말,40,저리어
8967,전기자석파,전기,0,저리어
8968,스파크,전기,65,저리어
8969,차지빔,전기,50,저리어
8970,박치기,노말,70,저리릴
8971,전기자석파,전기,0,저리릴
8972,스파크,전기,65,저리릴
8973,차지빔,전기,50,저리릴
8974,깨물어부수기,악,80,저리릴
8975,조이기,노말,15,저리릴
8976,용해액,독,40,저리릴
8977,방전,전기,80,저리릴
8978,10만볼트,전기,90,저리릴
8979,애시드봄,독,40,저리릴
8980,똬리틀기,독,0,저리릴
8981,와일드볼트,전기,90,저리릴
8982,위액,독,0,저리릴
8983,전자포,전기,120,저리릴
8984,난동부리기,노말,120,저리릴
8985,깨물어부수기,악,80,저리더프
8986,난동부리기,노말,120,저리더프
8987,전자포,전기,120,저리더프
8988,위액,독,0,저리더프
8989,똬리틀기,독,0,저리더프
8990,브레이크클로,노말,75,저리더프
8991,박치기,노말,70,저리더프
8992,용해액,독,40,저리더프
8993,방전,전기,80,저리더프
8994,와일드볼트,전기,90,저리더프
8995,염동력,에스퍼,50,리그레
8996,울음소리,노말,0,리그레
8997,봉인,에스퍼,0,리그레
8998,순간이동,에스퍼,0,리그레
8999,환상빔,에스퍼,65,리그레
9000,파워셰어,에스퍼,0,리그레
9001,가드셰어,에스퍼,0,리그레
9002,박치기,노말,70,리그레
9003,사념의박치기,에스퍼,80,리그레
9004,HP회복,노말,0,리그레
9005,명상,에스퍼,0,리그레
9006,원더룸,에스퍼,0,리그레
9007,사이코키네시스,에스퍼,90,리그레
9008,사이코필드,에스퍼,0,벰크
9009,염동력,에스퍼,50,벰크
9010,울음소리,노말,0,벰크
9011,봉인,에스퍼,0,벰크
9012,순간이동,에스퍼,0,벰크
9013,환상빔,에스퍼,65,벰크
9014,파워셰어,에스퍼,0,벰크
9015,가드셰어,에스퍼,0,벰크
9016,박치기,노말,70,벰크
9017,사념의박치기,에스퍼,80,벰크
9018,HP회복,노말,0,벰크
9019,명상,에스퍼,0,벰크
9020,원더룸,에스퍼,0,벰크
9021,사이코키네시스,에스퍼,90,벰크
9022,놀래키기,고스트,30,불켜미
9023,스모그,독,30,불켜미
9024,불꽃세례,불꽃,40,불켜미
9025,작아지기,노말,0,불켜미
9026,이상한빛,고스트,0,불켜미
9027,병상첨병,고스트,65,불켜미
9028,도깨비불,불꽃,0,불켜미
9029,회오리불꽃,불꽃,35,불켜미
9030,나이트헤드,고스트,0,불켜미
9031,저주,고스트,0,불켜미
9032,섀도볼,고스트,80,불켜미
9033,연옥,불꽃,100,불켜미
9034,봉인,에스퍼,0,불켜미
9035,아픔나누기,노말,0,불켜미
9036,오버히트,불꽃,130,불켜미
9037,추억의선물,악,0,불켜미
9038,놀래키기,고스트,30,램프라
9039,스모그,독,30,램프라
9040,불꽃세례,불꽃,40,램프라
9041,작아지기,노말,0,램프라
9042,이상한빛,고스트,0,램프라
9043,병상첨병,고스트,65,램프라
9044,도깨비불,불꽃,0,램프라
9045,회오리불꽃,불꽃,35,램프라
9046,나이트헤드,고스트,0,램프라
9047,저주,고스트,0,램프라
9048,섀도볼,고스트,80,램프라
9049,연옥,불꽃,100,램프라
9050,봉인,에스퍼,0,램프라
9051,아픔나누기,노말,0,램프라
9052,오버히트,불꽃,130,램프라
9053,추억의선물,악,0,램프라
9054,이상한빛,고스트,0,샹델라
9055,병상첨병,고스트,65,샹델라
9056,도깨비불,불꽃,0,샹델라
9057,회오리불꽃,불꽃,35,샹델라
9058,나이트헤드,고스트,0,샹델라
9059,저주,고스트,0,샹델라
9060,섀도볼,고스트,80,샹델라
9061,연옥,불꽃,100,샹델라
9062,봉인,에스퍼,0,샹델라
9063,아픔나누기,노말,0,샹델라
9064,오버히트,불꽃,130,샹델라
9065,추억의선물,악,0,샹델라
