,체력,공격,방어,스피드,특수공격,특수방어,점수,승률,포켓몬_번호,사용한_기술의_위력,결과
19492,59,47,30,17,14,24,83,57.0,226,81,1
19493,67,48,29,24,10,19,45,18.0,359,27,0
19494,39,50,20,31,20,40,59,82.0,256,70,1
19495,23,32,18,32,14,31,24,8.0,789,12,0
19496,95,26,39,31,22,23,5,97.0,1014,94,1
19497,73,31,25,31,10,11,71,92.0,366,94,1
19498,71,34,34,26,19,32,4,62.0,218,68,1
19499,26,41,38,23,37,25,2,97.0,160,96,1
19500,74,35,11,36,28,28,46,35.0,241,42,0
19501,97,37,35,36,18,12,23,0.0,948,37,0
19502,79,42,24,23,21,35,52,45.0,305,19,0
19503,76,48,18,16,26,19,61,31.0,363,15,0
19504,44,49,13,40,15,29,45,58.0,656,95,1
19505,93,37,13,27,31,26,100,40.0,363,43,0
19506,63,24,25,24,25,26,7,71.0,876,84,1
19507,24,29,17,39,25,37,94,59.0,218,81,1
19508,70,26,28,10,38,31,96,31.0,67,14,0
19509,33,34,21,34,35,34,33,96.0,687,96,1
19510,51,27,28,23,36,31,77,29.0,902,30,0
19511,75,48,23,12,23,23,32,39.0,191,4,0
19512,36,38,28,23,18,18,99,6.0,23,3,0
19513,35,49,30,29,13,10,38,53.0,175,70,1
19514,61,38,11,10,36,11,64,58.0,220,90,1
19515,80,23,22,25,23,14,2,15.0,646,11,0
19516,86,43,30,12,19,27,35,8.0,892,17,0
19517,36,35,18,39,10,36,46,48.0,867,6,0
19518,41,21,19,32,14,21,45,29.0,973,8,0
19519,29,48,10,12,25,38,28,44.0,737,7,0
19520,83,42,36,18,29,21,91,77.0,710,87,1
19521,96,29,17,26,36,12,38,69.0,1001,86,1
19522,69,32,33,11,26,34,63,50.0,615,82,1
19523,25,33,25,26,22,18,39,22.0,396,20,0
19524,29,20,19,11,10,30,18,64.0,280,91,1
19525,70,21,13,10,39,10,29,59.0,289,52,1
19526,20,26,19,24,16,10,98,38.0,405,20,0
19527,68,49,17,33,20,20,9,42.0,994,36,0
19528,25,29,29,17,29,37,95,10.0,77,10,0
19529,75,38,10,34,21,37,75,44.0,350,6,0
19530,42,29,22,34,39,22,50,91.0,515,97,1
19531,45,23,10,12,11,31,25,8.0,661,22,0
19532,43,27,30,39,29,34,41,43.0,353,40,0
19533,67,21,18,39,20,33,51,50.0,878,56,1
19534,21,48,25,27,22,24,61,34.0,1013,39,0
19535,42,24,32,10,30,11,97,53.0,740,78,1
19536,37,21,28,34,24,18,1,65.0,591,53,1
19537,24,47,12,18,17,11,40,95.0,764,51,1
19538,80,28,28,24,27,39,52,85.0,807,98,1
19539,62,26,16,27,10,13,37,49.0,888,16,0
19540,65,28,24,35,21,17,3,53.0,796,70,1
19541,52,27,16,26,21,39,14,57.0,618,93,1
19542,95,49,14,17,27,29,36,26.0,695,15,0
19543,81,24,37,29,20,32,92,45.0,78,45,0
19544,47,47,26,26,22,34,33,37.0,697,37,0
19545,20,23,28,27,33,26,35,64.0,850,63,1
19546,57,43,27,11,39,22,42,17.0,508,8,0
19547,33,38,13,14,11,28,39,99.0,690,63,1
19548,32,43,28,10,36,29,23,91.0,965,68,1
19549,28,37,37,11,28,36,36,82.0,999,61,1
19550,27,49,21,32,34,23,17,84.0,581,66,1
19551,26,50,28,32,31,16,2,66.0,453,56,1
19552,83,34,26,23,36,17,96,72.0,317,95,1
19553,67,31,33,28,32,36,87,42.0,109,15,0
19554,85,40,37,31,11,37,24,48.0,591,14,0
19555,25,38,12,27,18,19,75,59.0,191,92,1
19556,94,29,23,30,21,29,100,87.0,846,77,1
19557,100,45,30,24,16,26,100,7.0,277,26,0
19558,47,20,29,34,33,25,40,47.0,245,24,0
19559,59,20,31,13,21,36,46,94.0,417,67,1
19560,89,37,36,24,12,29,8,34.0,686,20,0
19561,62,46,30,24,33,32,23,64.0,696,50,1
19562,53,23,38,27,18,28,40,89.0,27,82,1
19563,42,35,34,16,35,28,33,38.0,656,1,0
19564,73,44,29,32,22,25,47,51.0,486,78,1
19565,21,47,10,39,29,11,72,41.0,834,24,0
19566,63,23,20,20,20,15,98,84.0,131,96,1
19567,84,29,39,34,38,25,59,61.0,361,81,1
19568,43,23,12,26,30,22,32,61.0,648,84,1
19569,57,33,13,12,10,22,76,39.0,59,22,0
19570,88,44,21,32,19,31,23,74.0,737,83,1
19571,69,44,18,12,32,18,9,76.0,770,55,1
19572,61,40,36,27,11,16,53,31.0,600,16,0
19573,88,32,31,25,20,24,8,94.0,500,57,1
19574,65,35,35,34,16,19,68,8.0,77,30,0
19575,46,32,33,20,30,12,74,2.0,388,24,0
19576,97,40,17,36,30,25,67,19.0,164,21,0
19577,64,26,15,32,19,10,41,21.0,542,25,0
19578,24,43,18,39,34,13,94,22.0,425,19,0
19579,37,27,27,38,12,13,92,17.0,593,26,0
19580,38,25,28,10,36,27,62,3.0,465,49,0
19581,37,27,32,36,13,34,5,79.0,382,99,1
19582,89,22,26,11,29,20,48,1.0,141,16,0
19583,46,50,35,40,38,23,38,33.0,448,27,0
19584,68,46,38,38,10,22,24,86.0,738,71,1
19585,50,34,28,21,40,26,43,63.0,212,78,1
19586,47,38,24,26,33,36,17,62.0,887,58,1
19587,48,31,27,29,35,14,33,56.0,865,67,1
19588,43,27,14,21,10,12,74,98.0,501,56,1
19589,33,45,17,15,38,10,1,61.0,453,53,1
19590,42,30,39,29,10,39,80,17.0,85,30,0
19591,41,20,30,24,18,17,67,98.0,29,96,1
19592,64,49,36,26,15,12,21,49.0,39,10,0
19593,40,46,27,25,23,23,64,96.0,444,87,1
19594,100,34,11,34,25,10,26,55.0,878,75,1
19595,72,45,12,35,13,17,15,38.0,902,3,0
19596,53,37,34,10,21,36,68,18.0,810,49,0
19597,41,29,15,19,34,23,85,29.0,390,22,0
19598,28,34,39,17,24,33,34,88.0,486,54,1
19599,66,23,18,39,24,14,24,70.0,796,55,1
19600,73,28,29,30,33,34,52,41.0,539,42,0
19601,88,48,33,38,25,36,94,69.0,864,57,1
19602,58,47,30,13,26,23,82,7.0,747,23,0
19603,62,25,36,32,37,21,14,0.0,515,18,0
19604,83,38,34,31,12,11,80,24.0,741,11,0
19605,37,40,33,22,17,29,43,19.0,106,17,0
19606,77,20,27,11,14,13,6,76.0,463,66,1
19607,25,39,17,35,18,34,35,92.0,288,79,1
19608,80,29,32,24,11,36,77,84.0,911,74,1
19609,43,23,19,31,19,14,0,44.0,441,14,0
19610,75,22,29,38,30,13,65,82.0,106,63,1
19611,30,23,17,25,27,32,16,57.0,959,76,1
19612,73,31,28,15,33,23,28,98.0,489,80,1
19613,83,44,12,35,32,20,37,95.0,571,80,1
19614,73,24,39,17,33,34,15,31.0,50,7,0
19615,72,23,17,23,13,13,80,1.0,324,17,0
19616,90,29,33,10,40,23,85,23.0,790,14,0
19617,59,43,12,37,16,14,67,32.0,746,9,0
19618,96,25,24,37,23,35,70,95.0,709,62,1
19619,32,45,38,40,15,19,59,39.0,361,34,0
19620,52,24,38,21,23,25,0,37.0,514,9,0
19621,43,41,35,32,20,16,32,19.0,162,31,0
19622,37,45,24,33,35,14,29,86.0,415,97,1
19623,94,28,16,38,21,22,65,25.0,1017,9,0
19624,54,50,14,32,35,29,20,57.0,752,59,1
19625,67,26,27,23,22,23,56,29.0,161,13,0
19626,35,45,37,40,19,23,51,100.0,516,74,1
19627,80,38,14,26,33,25,27,4.0,869,45,0
19628,71,29,17,31,33,26,68,81.0,926,67,1
19629,38,36,22,22,24,38,22,88.0,992,91,1
19630,47,32,10,30,10,32,17,69.0,631,76,1
19631,59,46,37,30,33,27,81,13.0,643,24,0
19632,57,48,13,38,19,11,18,31.0,75,34,0
19633,61,35,12,16,10,15,39,22.0,188,6,0
19634,82,24,16,17,31,32,73,58.0,912,99,1
19635,44,34,19,39,13,27,86,64.0,232,87,1
19636,54,45,32,24,34,12,64,7.0,750,15,0
19637,52,34,36,15,11,27,59,96.0,889,88,1
19638,20,24,40,24,32,31,96,16.0,421,12,0
19639,30,32,21,20,22,31,62,68.0,587,60,1
19640,47,31,14,28,19,19,5,96.0,846,66,1
19641,80,45,29,19,20,14,40,72.0,450,90,1
19642,51,48,12,24,37,38,17,88.0,733,52,1
19643,39,37,36,23,35,16,8,56.0,470,55,1
19644,98,48,15,27,12,27,26,59.0,50,91,1
19645,91,40,30,25,31,17,26,99.0,283,88,1
19646,47,41,39,10,25,26,10,86.0,447,68,1
19647,26,49,38,22,40,34,55,22.0,225,12,0
19648,45,21,14,10,11,28,48,39.0,347,33,0
19649,75,30,25,29,20,16,2,66.0,423,64,1
19650,38,24,21,12,32,16,91,87.0,440,89,1
19651,87,33,35,36,23,39,91,28.0,354,7,0
19652,64,28,26,32,19,27,56,31.0,622,2,0
19653,23,47,24,15,15,24,15,45.0,588,7,0
19654,88,46,20,26,37,25,89,38.0,0,49,0
19655,48,31,37,29,36,26,75,57.0,743,65,1
19656,66,39,25,17,13,19,2,73.0,575,95,1
19657,97,31,40,22,37,38,42,10.0,289,31,0
19658,27,39,19,30,37,40,35,8.0,705,9,0
19659,80,35,22,32,27,27,0,97.0,779,63,1
19660,67,39,33,11,34,39,26,52.0,707,95,1
19661,38,27,14,32,12,16,87,51.0,416,66,1
19662,56,46,20,15,29,40,15,77.0,478,83,1
19663,31,20,32,12,27,33,77,30.0,0,36,0
19664,99,42,38,13,15,12,45,90.0,439,72,1
19665,29,20,32,40,36,28,15,84.0,182,74,1
19666,30,39,17,16,18,30,73,35.0,418,5,0
19667,49,32,27,35,23,29,21,99.0,131,50,1
19668,65,27,15,19,29,27,95,1.0,654,2,0
19669,36,22,25,34,37,31,74,55.0,850,61,1
19670,86,32,19,38,19,13,18,24.0,516,38,0
19671,37,31,26,24,34,10,98,24.0,787,9,0
19672,23,35,11,34,29,28,5,70.0,544,50,1
19673,57,30,22,40,18,21,24,82.0,460,92,1
19674,69,34,23,22,36,39,25,81.0,658,72,1
19675,50,24,29,28,34,16,71,10.0,812,25,0
19676,73,26,35,23,27,18,27,87.0,240,91,1
19677,79,37,10,37,18,32,62,73.0,328,72,1
19678,36,30,29,38,18,12,67,61.0,962,54,1
19679,23,47,24,35,12,10,55,6.0,1003,26,0
19680,73,32,22,33,22,16,54,0.0,122,45,0
19681,29,36,36,37,26,26,94,69.0,151,57,1
19682,75,48,36,29,31,39,99,18.0,467,19,0
19683,77,40,25,25,10,35,84,100.0,318,100,1
19684,89,32,17,39,23,12,96,96.0,197,88,1
19685,69,30,15,15,11,23,79,94.0,855,73,1
19686,64,40,36,38,34,19,38,90.0,77,95,1
19687,80,22,32,20,30,38,46,19.0,258,32,0
19688,45,40,37,33,16,38,59,24.0,185,30,0
19689,44,37,34,40,16,40,60,33.0,448,32,0
19690,80,35,14,11,15,25,67,56.0,490,68,1
19691,89,38,11,17,33,13,28,19.0,272,14,0
19692,60,30,26,37,10,22,77,89.0,650,70,1
19693,99,48,25,35,12,31,35,49.0,528,33,0
19694,41,45,32,14,20,11,79,77.0,942,51,1
19695,64,40,10,31,17,11,58,62.0,71,72,1
19696,62,34,22,23,37,35,25,59.0,869,66,1
19697,49,27,31,22,30,12,6,76.0,77,97,1
19698,40,27,30,11,10,16,21,51.0,101,73,1
19699,70,31,23,13,11,10,75,88.0,70,51,1
19700,89,47,23,32,15,11,98,37.0,114,41,0
19701,37,37,15,40,27,21,18,42.0,931,48,0
19702,42,30,32,20,32,15,59,41.0,565,14,0
19703,85,28,28,17,28,38,48,28.0,70,38,0
19704,81,38,11,19,27,16,59,14.0,380,34,0
19705,37,20,24,17,18,37,69,85.0,882,77,1
19706,73,40,10,40,12,10,47,56.0,338,66,1
19707,92,38,11,38,21,15,87,61.0,934,96,1
19708,83,37,20,31,24,24,73,15.0,727,7,0
19709,71,22,40,26,21,21,29,84.0,425,53,1
19710,75,25,11,13,22,29,96,25.0,411,39,0
19711,98,47,20,20,40,40,16,48.0,247,23,0
19712,28,28,24,11,18,17,31,98.0,464,96,1
19713,82,49,24,26,14,30,10,70.0,947,94,1
19714,28,40,40,12,24,25,58,14.0,696,3,0
19715,60,36,24,25,17,18,25,52.0,886,100,1
19716,51,34,35,21,25,38,62,9.0,907,40,0
19717,55,37,24,27,38,35,20,8.0,743,19,0
19718,60,36,35,11,31,18,6,64.0,864,69,1
19719,86,33,36,18,15,25,76,32.0,85,32,0
19720,75,27,25,24,29,17,77,80.0,371,57,1
19721,100,30,27,22,37,18,38,51.0,462,67,1
19722,42,33,19,14,25,13,0,11.0,805,18,0
19723,41,23,39,21,22,28,25,74.0,12,68,1
19724,81,26,18,38,11,14,53,82.0,895,95,1
19725,21,43,26,30,22,11,85,5.0,649,29,0
19726,83,49,11,18,22,37,18,67.0,955,78,1
19727,22,24,37,38,24,27,58,77.0,736,85,1
19728,82,26,22,38,26,32,30,43.0,307,42,0
19729,39,43,27,10,28,29,96,88.0,985,75,1
19730,28,28,37,14,34,12,62,51.0,50,51,1
19731,77,39,29,40,33,14,45,29.0,411,24,0
19732,86,25,21,10,37,37,25,11.0,121,18,0
19733,95,47,27,19,23,10,41,95.0,743,84,1
19734,48,49,17,38,15,18,31,2.0,723,5,0
19735,55,28,35,30,25,25,67,95.0,514,76,1
19736,94,49,19,21,12,37,20,61.0,275,60,1
19737,50,29,25,30,10,16,19,77.0,675,93,1
19738,32,34,40,21,26,31,31,47.0,251,27,0
19739,73,31,38,25,25,13,55,50.0,681,75,1
19740,55,29,26,35,24,37,32,17.0,785,29,0
19741,37,24,36,35,27,32,47,24.0,685,1,0
19742,62,48,34,19,14,36,89,48.0,999,3,0
19743,70,21,21,17,10,25,75,12.0,489,32,0
19744,64,46,23,35,11,12,48,87.0,723,94,1
19745,32,42,40,36,35,13,77,31.0,363,0,0
19746,88,28,40,12,30,15,98,1.0,605,44,0
19747,97,21,16,14,36,13,1,72.0,808,79,1
19748,23,36,27,17,32,23,76,90.0,248,79,1
19749,30,20,35,38,17,27,37,72.0,464,73,1
19750,63,46,26,12,27,21,83,94.0,857,94,1
19751,30,38,10,29,29,38,28,76.0,147,92,1
19752,27,32,13,38,32,21,59,66.0,211,86,1
19753,47,30,32,16,27,16,73,95.0,1006,76,1
19754,31,23,13,26,31,24,98,62.0,324,83,1
19755,32,35,34,13,16,36,90,78.0,390,80,1
19756,56,32,34,34,24,24,25,34.0,330,3,0
19757,97,34,18,27,16,39,32,10.0,452,47,0
19758,43,26,19,34,10,11,49,49.0,641,0,0
19759,87,38,19,36,30,31,33,49.0,703,35,0
19760,23,25,15,21,36,40,49,2.0,274,2,0
19761,68,20,37,37,13,11,63,12.0,51,41,0
19762,33,31,28,32,26,14,60,52.0,655,80,1
19763,31,45,18,32,39,19,27,53.0,574,50,1
19764,61,28,31,39,18,30,86,26.0,147,19,0
19765,100,21,23,12,19,23,27,34.0,443,15,0
19766,65,33,26,15,26,33,49,76.0,225,60,1
19767,40,26,10,17,29,15,90,37.0,988,28,0
19768,20,27,15,21,40,34,72,41.0,614,30,0
19769,59,23,33,22,16,37,82,97.0,940,61,1
19770,49,37,20,21,25,31,56,43.0,302,6,0
19771,23,35,28,21,15,10,32,47.0,212,10,0
19772,100,25,39,19,31,25,54,49.0,969,17,0
19773,52,47,34,33,30,13,12,37.0,867,7,0
19774,84,21,26,13,33,39,24,69.0,14,82,1
19775,69,30,33,16,36,15,44,94.0,284,93,1
19776,47,25,12,23,36,20,86,46.0,779,2,0
19777,22,26,13,40,24,39,52,66.0,785,88,1
19778,95,23,17,12,33,38,87,68.0,637,82,1
19779,63,37,19,32,14,29,72,31.0,240,30,0
19780,49,27,15,32,35,32,51,79.0,485,89,1
19781,98,48,31,13,40,29,65,53.0,556,53,1
19782,63,22,16,13,26,32,1,27.0,241,49,0
19783,70,40,35,22,13,28,35,61.0,967,63,1
19784,91,32,37,34,34,29,72,64.0,336,99,1
19785,65,22,35,31,26,21,25,83.0,579,79,1
19786,33,32,15,17,14,26,33,77.0,96,64,1
19787,52,50,19,23,27,19,46,94.0,596,85,1
19788,90,48,14,23,22,10,90,22.0,948,42,0
19789,50,39,10,34,36,23,83,21.0,686,16,0
19790,59,50,36,24,19,10,44,10.0,591,33,0
19791,40,33,13,18,12,24,89,70.0,395,94,1
19792,38,33,18,12,32,37,61,63.0,390,81,1
19793,23,22,35,26,34,19,4,72.0,755,58,1
19794,84,21,40,20,21,10,43,55.0,697,60,1
19795,81,20,31,24,36,13,47,76.0,186,56,1
19796,79,31,20,16,33,17,85,20.0,364,9,0
19797,66,38,13,31,31,15,22,77.0,68,86,1
19798,92,32,14,14,13,28,95,27.0,427,19,0
19799,23,28,10,11,24,30,19,86.0,305,90,1
19800,53,47,22,24,22,35,83,88.0,613,82,1
19801,40,31,31,17,40,37,47,81.0,871,95,1
19802,39,37,20,12,29,34,60,91.0,747,94,1
19803,100,20,30,19,15,14,58,70.0,622,73,1
19804,53,47,17,23,24,26,19,50.0,680,67,1
19805,92,49,16,39,17,36,10,53.0,197,62,1
19806,43,41,26,16,21,40,36,97.0,922,51,1
19807,68,48,29,33,23,18,71,52.0,757,65,1
19808,91,25,31,21,12,40,9,54.0,216,75,1
19809,23,21,22,39,16,35,92,43.0,52,32,0
19810,71,35,11,21,30,22,64,40.0,729,3,0
19811,88,24,36,25,22,11,90,54.0,590,51,1
19812,91,48,20,35,10,27,25,44.0,420,10,0
19813,50,45,28,30,23,14,92,15.0,751,18,0
19814,21,48,27,18,11,20,51,24.0,759,26,0
19815,22,47,34,36,35,31,18,14.0,1006,9,0
19816,80,21,28,30,28,39,43,74.0,937,63,1
19817,56,44,25,38,40,11,17,33.0,86,2,0
19818,99,27,15,34,29,21,16,61.0,951,65,1
19819,58,47,39,24,13,19,7,72.0,576,89,1
19820,32,37,24,29,26,29,9,49.0,672,11,0
19821,96,34,27,11,21,38,31,33.0,651,49,0
19822,51,41,40,33,30,10,75,43.0,897,24,0
19823,98,50,37,29,31,39,40,29.0,929,35,0
19824,89,33,34,27,24,37,36,55.0,15,87,1
19825,76,21,40,31,30,15,10,9.0,231,21,0
19826,84,25,31,25,19,29,56,34.0,287,47,0
19827,78,44,37,10,19,22,27,97.0,116,69,1
19828,79,28,31,19,18,18,10,26.0,212,29,0
19829,69,29,18,16,38,36,47,29.0,325,4,0
19830,100,50,32,31,17,14,51,62.0,991,93,1
19831,70,36,37,10,16,26,55,25.0,158,17,0
19832,71,50,37,35,13,35,39,94.0,401,82,1
19833,69,49,27,11,21,16,95,27.0,344,14,0
19834,76,29,11,31,14,22,12,79.0,239,71,1
19835,47,44,32,35,32,19,36,66.0,982,94,1
19836,77,41,31,12,26,26,73,59.0,570,96,1
19837,81,29,38,15,19,34,5,9.0,91,8,0
19838,35,33,17,36,38,10,86,26.0,98,14,0
19839,86,39,17,17,36,29,53,99.0,765,96,1
19840,32,30,29,33,37,14,70,65.0,12,60,1
19841,69,43,11,13,17,29,99,48.0,744,42,0
19842,53,35,19,30,34,11,97,83.0,192,72,1
19843,87,23,39,31,22,34,1,29.0,405,44,0
19844,73,30,11,28,16,23,51,95.0,72,82,1
19845,66,50,24,12,23,23,97,14.0,298,21,0
19846,32,47,30,30,24,30,62,23.0,660,40,0
19847,26,27,31,33,28,22,82,15.0,591,10,0
19848,30,46,27,33,27,15,58,57.0,367,77,1
19849,60,50,17,40,16,15,26,28.0,1016,48,0
19850,47,24,40,33,13,36,39,66.0,199,95,1
19851,74,30,10,36,14,32,96,85.0,364,59,1
19852,59,23,10,32,25,13,58,78.0,530,60,1
19853,38,39,20,33,11,38,54,71.0,736,56,1
19854,83,25,14,22,30,39,86,95.0,823,74,1
19855,98,24,25,39,14,10,12,74.0,284,76,1
19856,81,50,38,36,39,26,32,29.0,594,15,0
19857,41,28,18,34,30,16,33,11.0,458,23,0
19858,28,48,38,35,17,11,96,99.0,158,60,1
19859,74,23,31,38,39,18,81,17.0,787,21,0
19860,50,37,12,11,33,40,27,95.0,450,85,1
19861,70,31,29,24,27,29,45,77.0,368,81,1
19862,54,28,31,25,27,29,59,21.0,194,30,0
19863,40,23,18,32,20,14,74,73.0,288,56,1
19864,59,27,25,31,25,13,23,34.0,599,7,0
19865,46,25,29,11,35,28,8,66.0,364,50,1
19866,92,49,37,29,26,35,17,24.0,774,23,0
19867,23,31,16,17,13,10,52,62.0,338,92,1
19868,29,41,34,26,12,34,49,4.0,387,34,0
19869,95,41,10,11,30,37,34,78.0,45,92,1
19870,42,20,12,24,24,30,48,39.0,436,29,0
19871,74,22,37,31,11,40,82,7.0,706,14,0
19872,47,21,15,34,25,38,83,26.0,554,37,0
19873,26,33,24,17,35,27,52,92.0,671,59,1
19874,60,35,24,17,26,36,55,62.0,647,82,1
19875,67,45,12,12,20,32,7,76.0,705,89,1
19876,98,40,19,14,16,27,42,30.0,816,23,0
19877,21,36,27,23,21,32,43,2.0,341,41,0
19878,48,20,17,29,18,19,15,16.0,773,49,0
19879,55,43,36,29,12,40,77,96.0,1016,70,1
19880,25,47,26,35,23,18,2,76.0,1004,87,1
19881,53,28,22,22,23,23,59,28.0,186,7,0
19882,59,36,38,36,31,37,100,29.0,129,43,0
19883,53,32,24,12,38,17,85,85.0,230,70,1
19884,35,38,24,40,35,10,38,68.0,586,100,1
19885,65,20,17,31,20,22,80,35.0,729,21,0
19886,57,34,12,33,16,21,80,85.0,419,78,1
19887,93,47,31,13,38,29,79,7.0,773,21,0
19888,50,22,17,19,27,17,56,19.0,955,3,0
19889,51,27,26,16,29,23,34,44.0,18,3,0
19890,43,35,26,26,21,38,45,76.0,193,59,1
19891,89,49,36,15,30,16,31,81.0,243,98,1
19892,100,23,26,27,27,15,34,11.0,205,46,0
19893,28,20,10,22,21,10,28,95.0,813,96,1
19894,85,26,39,40,40,13,2,61.0,887,86,1
19895,55,47,30,13,22,39,76,93.0,863,66,1
19896,23,36,11,37,40,37,84,58.0,678,63,1
19897,54,22,19,21,28,25,63,35.0,890,27,0
19898,70,42,25,11,28,31,71,80.0,442,85,1
19899,28,47,30,27,31,13,67,48.0,297,6,0
19900,92,30,26,25,16,35,51,9.0,372,18,0
19901,36,45,10,26,27,15,34,70.0,398,51,1
19902,79,42,30,19,31,31,71,84.0,783,51,1
19903,46,21,40,18,10,20,62,46.0,554,32,0
19904,53,29,30,29,30,30,93,94.0,244,53,1
19905,34,36,24,27,32,19,0,46.0,277,46,0
19906,94,40,27,24,17,11,94,99.0,590,78,1
19907,80,44,28,22,36,34,58,74.0,397,51,1
19908,26,32,25,31,32,37,92,53.0,614,84,1
19909,100,24,20,19,19,36,78,79.0,909,74,1
19910,61,39,29,25,12,37,86,52.0,525,83,1
19911,50,42,14,22,40,35,99,28.0,337,6,0
19912,48,36,29,31,26,29,77,54.0,499,63,1
19913,30,50,39,19,36,38,75,84.0,98,68,1
19914,86,28,25,21,11,22,96,46.0,35,21,0
19915,97,24,24,25,27,12,100,97.0,163,59,1
19916,77,30,30,25,36,12,70,31.0,113,16,0
19917,28,34,11,13,21,34,44,65.0,161,53,1
19918,29,41,32,40,22,25,6,16.0,1000,34,0
19919,38,45,37,36,24,32,32,85.0,1024,57,1
19920,80,29,22,26,26,13,79,32.0,353,26,0
19921,20,21,30,23,31,40,10,5.0,978,23,0
19922,95,47,19,11,11,34,5,51.0,999,94,1
19923,46,24,33,17,33,23,1,17.0,64,5,0
19924,41,31,35,22,23,10,95,50.0,769,72,1
19925,24,33,32,13,38,40,21,45.0,886,13,0
19926,82,40,38,31,25,33,9,86.0,771,56,1
19927,65,21,27,19,28,37,12,9.0,619,17,0
19928,39,35,40,21,30,34,64,46.0,79,20,0
19929,20,29,14,29,17,34,59,86.0,239,78,1
19930,83,29,28,25,15,16,81,79.0,386,53,1
19931,71,21,15,35,13,31,4,44.0,109,42,0
19932,69,32,35,10,15,33,2,66.0,1020,50,1
19933,49,35,21,14,15,20,46,11.0,279,9,0
19934,81,31,26,37,38,30,21,94.0,901,50,1
19935,51,26,18,34,26,29,54,54.0,591,97,1
19936,53,45,17,37,23,25,14,70.0,669,87,1
19937,100,40,27,25,27,22,83,64.0,915,88,1
19938,84,32,35,22,24,22,50,36.0,196,47,0
19939,78,36,26,28,30,31,88,27.0,981,17,0
19940,65,28,13,36,23,12,32,28.0,286,9,0
19941,31,49,28,38,12,31,12,11.0,199,34,0
19942,41,26,15,12,40,10,40,84.0,983,85,1
19943,85,48,11,30,30,21,85,74.0,262,82,1
19944,52,21,32,13,35,39,95,39.0,739,33,0
19945,22,37,29,29,29,27,69,50.0,873,72,1
19946,72,44,18,30,25,39,5,42.0,790,13,0
19947,23,28,18,31,21,18,58,53.0,176,57,1
19948,40,42,21,20,13,14,97,6.0,109,49,0
19949,90,26,34,25,33,26,97,6.0,356,32,0
19950,74,41,32,34,32,36,50,65.0,562,96,1
19951,38,50,38,28,39,20,35,56.0,231,53,1
19952,74,25,37,32,30,29,35,64.0,448,65,1
19953,68,39,38,35,26,13,68,86.0,953,55,1
19954,90,33,36,25,19,28,95,59.0,748,54,1
19955,80,22,40,27,25,34,87,19.0,252,28,0
19956,67,21,14,38,11,39,1,44.0,286,23,0
19957,27,32,25,18,29,28,62,99.0,413,94,1
19958,58,49,21,40,19,33,20,86.0,201,65,1
19959,60,30,20,11,27,25,99,82.0,771,90,1
19960,24,30,36,40,32,14,20,51.0,832,67,1
19961,21,41,20,20,28,23,1,42.0,37,26,0
19962,69,38,27,12,30,37,34,62.0,47,81,1
19963,57,20,38,18,24,36,26,94.0,30,59,1
19964,59,41,11,32,39,18,25,21.0,337,28,0
19965,63,48,23,17,11,11,19,69.0,975,60,1
19966,61,47,28,36,39,24,34,11.0,549,11,0
19967,45,20,18,14,18,13,40,59.0,995,81,1
19968,63,21,15,32,35,14,31,82.0,128,87,1
19969,48,42,32,37,40,35,30,22.0,133,30,0
19970,63,33,17,26,13,21,74,44.0,223,23,0
19971,24,29,14,37,38,37,69,50.0,690,74,1
19972,26,39,17,19,12,33,90,88.0,434,95,1
19973,92,42,20,35,26,36,97,58.0,687,78,1
19974,63,34,30,28,32,38,6,36.0,161,27,0
19975,71,31,28,40,26,21,56,25.0,430,28,0
19976,82,29,26,37,22,28,46,19.0,923,38,0
19977,92,49,26,34,24,36,14,24.0,391,42,0
19978,84,35,16,28,16,38,81,40.0,310,27,0
19979,85,31,40,30,17,28,4,81.0,312,78,1
19980,78,41,27,33,16,11,8,48.0,270,3,0
19981,93,22,30,10,40,25,51,41.0,459,39,0
19982,67,36,39,29,29,10,68,75.0,69,58,1
19983,42,41,18,38,23,40,54,14.0,248,15,0
19984,41,28,11,33,35,31,49,100.0,372,78,1
19985,62,35,33,17,36,38,36,70.0,860,69,1
19986,85,22,38,12,19,10,23,55.0,738,78,1
19987,95,21,11,24,29,27,41,53.0,311,82,1
19988,88,43,27,40,38,26,95,59.0,707,100,1
19989,28,32,30,26,15,37,2,92.0,790,51,1
19990,46,38,23,34,22,33,40,87.0,997,88,1
19991,33,31,11,19,18,29,85,99.0,916,69,1
19992,63,37,27,22,24,34,20,1.0,29,22,0
19993,68,26,14,38,20,11,46,19.0,485,43,0
19994,53,33,14,32,19,38,63,96.0,969,88,1
19995,29,47,24,30,10,12,24,75.0,365,66,1
19996,32,48,25,16,13,13,95,96.0,775,79,1
19997,71,22,19,10,39,36,93,58.0,826,57,1
19998,90,48,32,20,18,37,31,18.0,431,8,0
19999,98,45,22,17,14,31,35,2.0,413,13,0
20000,85,42,29,36,28,11,71,13.0,929,25,0
20001,61,48,39,13,26,25,77,80.0,736,99,1
20002,39,35,25,34,40,25,21,58.0,291,65,1
20003,81,40,10,23,19,19,52,95.0,981,58,1
20004,75,32,33,34,11,23,84,67.0,696,90,1
20005,77,45,39,20,10,14,75,1.0,787,35,0
20006,57,45,28,19,37,32,79,99.0,148,56,1
20007,70,33,34,21,14,24,61,3.0,37,26,0
